t_ms,temp_C,arm_MHz,throttle_bits,rail_3V7_WL_SW_A current(0),rail_3V3_SYS_A current(1),rail_1V8_SYS_A current(2),rail_DDR_VDD2_A current(3),rail_DDR_VDDQ_A current(4),rail_1V1_SYS_A current(5),rail_0V8_SW_A current(6),rail_VDD_CORE_A current(7),rail_3V3_DAC_A current(17),rail_3V3_ADC_A current(18),rail_0V8_AON_A current(16),rail_HDMI_A current(22),rail_3V7_WL_SW_V volt(8),rail_3V3_SYS_V volt(9),rail_1V8_SYS_V volt(10),rail_DDR_VDD2_V volt(11),rail_DDR_VDDQ_V volt(12),rail_1V1_SYS_V volt(13),rail_0V8_SW_V volt(14),rail_VDD_CORE_V volt(15),rail_3V3_DAC_V volt(20),rail_3V3_ADC_V volt(21),rail_0V8_AON_V volt(19),rail_HDMI_V volt(23),rail_EXT5V_V volt(24),rail_BATT_V volt(25)
86036.66330798296,57.1,1600,327680,0.00195186,0.05465208,0.1688359,0.00780744,0.0,0.1873786,0.3425514,1.16983,0.0,0.0,0.003663,0.013431,3.701632,3.319313,1.804638,1.107325,0.6018309,1.104761,0.8036622,0.8182165,3.317762,3.313183,0.8005854,5.02098,5.01696,0.0
91095.85468197474,64.2,2400,327680,0.0195186,0.05465208,0.1883545,0.1444376,0.0,0.1864026,0.4235536,6.28672,0.0,0.0,0.00311355,0.0135531,3.602341,3.317457,1.805126,1.111354,0.6047613,1.107691,0.8018308,0.9296938,3.315931,3.311352,0.8008783,4.86688,4.80122,0.0
96143.53205595398,60.9,2400,327680,0.00097593,0.05270022,0.1922582,0.222512,0.0009804,0.1903064,0.4381926,6.34923,0.0,0.0002442,0.00335775,0.0136752,3.61626,3.320241,1.802684,1.10879,0.6036624,1.107325,0.8014644,0.9291566,3.317762,3.312268,0.8005854,4.88698,4.8776,0.0
101204.43691499531,58.2,1500,327680,0.1054004,0.05172429,0.1737155,0.00683151,0.0,0.1883545,0.3425514,1.41987,0.0,0.0,0.003663,0.0136752,3.682145,3.315601,1.80415,1.106959,0.6054939,1.104394,0.8032959,0.9280821,3.318678,3.310436,0.8017574,4.99552,5.0049,0.0
106265.12327697128,62.0,2400,327680,0.1005208,0.05562801,0.1864026,0.08197812,0.0009804,0.1971379,0.3445033,5.97417,0.0,0.0002442,0.00323565,0.0130647,3.610692,3.318385,1.80415,1.111354,0.6065928,1.111354,0.8025633,0.9280821,3.317762,3.311352,0.8002922,4.8508,4.84276,0.0
111326.89562794985,57.6,2400,327680,0.097593,0.05562801,0.1776193,0.03415755,0.0,0.1883545,0.3464552,2.90225,0.0,6.105e-05,0.0031746,0.0131868,3.659874,3.318385,1.80415,1.114651,0.6010983,1.107691,0.8014644,0.9286194,3.319594,3.310436,0.8005854,4.9379,4.94058,0.0
116382.31287495,54.9,1600,327680,0.1063764,0.05562801,0.1688359,0.00487965,0.0,0.1903064,0.3454792,1.11625,0.0,0.0,0.0039072,0.0130647,3.688641,3.319313,1.805126,1.107325,0.6065928,1.111354,0.8029296,0.8184852,3.318678,3.311352,0.8017574,5.01428,5.00624,0.0
121437.12157197297,60.4,2300,327680,0.02244639,0.05074836,0.1776193,0.07417068,0.0,0.1912823,0.375733,7.01898,0.0,0.0,0.00311355,0.0131868,3.637603,3.318385,1.802684,1.112087,0.6036624,1.10879,0.8087904,0.9286194,3.319594,3.311352,0.8005854,4.86554,4.8039,0.0
126502.9828119441,59.3,2400,327680,0.01268709,0.05465208,0.1873786,0.1044245,0.0,0.1990897,0.3454792,4.08994,0.0,0.0,0.0032967,0.0130647,3.653378,3.319313,1.805126,1.109889,0.6029298,1.110988,0.8029296,0.9278135,3.326004,3.311352,0.8011714,4.90976,4.90574,0.0
131561.19592295727,59.8,1600,327680,0.00292779,0.05562801,0.16786,0.0097593,0.0,0.1893304,0.3445033,1.00909,0.0,0.0,0.00372405,0.0130647,3.709984,3.317457,1.803661,1.113186,0.6124536,1.107325,0.8051274,0.7223192,3.318678,3.311352,0.8002922,5.03036,5.02768,0.0
136617.4572739983,60.9,2400,327680,0.00487965,0.05465208,0.1903064,0.2205602,0.0029412,0.2010416,0.4401444,4.25961,0.0,0.0,0.0030525,0.0135531,3.638531,3.319313,1.805126,1.107325,0.6021972,1.110988,0.8010981,0.9294252,3.320509,3.311352,0.8008783,4.90708,4.86554,0.0
141689.38197597163,56.5,1500,327680,0.09856894,0.05367615,0.1717637,0.00878337,0.0,0.1883545,0.3415755,1.13411,0.0,0.0,0.0034188,0.0131868,3.695137,3.317457,1.805126,1.107325,0.6036624,1.108424,0.8007318,0.8182165,3.318678,3.310436,0.8008783,4.96336,4.9781,0.0
146746.48461694596,57.6,2300,327680,0.1024727,0.05757987,0.1766433,0.02830197,0.002451,0.1893304,0.3552385,3.04513,0.0,0.0,0.00311355,0.0131868,3.655234,3.318385,1.802684,1.11282,0.6065928,1.111354,0.8025633,0.9286194,3.317762,3.313183,0.8011714,4.94728,4.93522,0.0
151800.0526999822,55.4,2400,327680,0.01366302,0.05270022,0.1776193,0.03220569,0.0,0.1854267,0.3532866,2.87546,0.0,6.105e-05,0.00299145,0.0136752,3.682145,3.317457,1.803661,1.109523,0.6036624,1.107325,0.8029296,0.928888,3.318678,3.312268,0.8017574,4.96336,4.96336,0.0
156853.65693096537,56.5,1600,327680,0.097593,0.05465208,0.1698118,0.00487965,0.0,0.1864026,0.3425514,0.9733699,0.0,0.0,0.00360195,0.0139194,3.696993,3.322097,1.80415,1.110255,0.6113547,1.104394,0.8036622,0.721782,3.317762,3.311352,0.8005854,5.02768,5.01562,0.0
