t_ms,phase,window_id,I_A,V_V,P_W
5.408509023254737,warmup,1,1.54489,0.9283507,1.434199712923
20.507378998445347,warmup,1,1.4288,0.9283507,1.32642748016
38.840684021124616,warmup,1,1.4288,0.9286194,1.32681139872
66.40965101541951,warmup,1,4.75969,0.9275449,4.414826185081
70.83990902174264,warmup,1,5.19726,0.9286194,4.826276462844
77.9552370076999,warmup,1,4.74183,0.9280821,4.400807544243
82.45601301314309,warmup,1,6.67964,0.9278135,6.19746016714
88.57009001076221,warmup,1,4.15245,0.9286194,3.85604562753
93.07303300010972,warmup,1,7.65301,0.9304997,7.121123509097
101.08648301684298,warmup,1,3.54521,0.9283507,3.291198185147
109.2685230250936,warmup,1,7.76017,0.9294252,7.212497554283999
115.5380810087081,warmup,1,5.05438,0.9304997,4.703099073686
120.79177601845004,warmup,1,5.17047,0.9294252,4.805565113844
125.64966001082212,warmup,1,3.17015,0.9299625,2.948120619375
130.0774560077116,warmup,1,3.49163,0.928888,3.24333320744
136.17532901116647,warmup,1,2.54505,0.9286194,2.36338280397
141.45533900591545,warmup,1,7.65301,0.928888,7.10878915288
145.7163400191348,warmup,1,4.00064,0.9291566,3.717221060224
153.39942200807855,warmup,1,5.161539,0.9278135,4.7889455649765
159.38183301477693,warmup,1,7.33153,0.9294252,6.814108736555999
163.68951799813658,warmup,1,8.88535,0.9283507,8.248720892245
168.4947920148261,warmup,1,4.22389,0.928888,3.9235207343200003
172.78464400442317,warmup,1,8.804979,0.9280821,8.171743400775899
181.24377500498667,warmup,1,4.31319,0.9294252,4.008787478387999
186.93372601410374,warmup,1,4.83113,0.9296938,4.491471607994
191.49487200775184,warmup,1,2.66114,0.928888,2.47190101232
196.05912902625278,warmup,1,3.44698,0.9294252,3.2037100758959998
200.36399899981916,warmup,1,9.49259,0.9296938,8.825202068942
205.31551202293485,warmup,1,9.34971,0.9369466,8.760178995486
209.70875202328898,warmup,1,3.45591,0.9286194,3.209225070654
214.03427101904526,warmup,1,2.679,0.928888,2.488490952
218.75458201975562,warmup,1,3.67023,0.9278135,3.405288942105
223.25078400899656,warmup,1,2.62542,0.9286194,2.438015945148
227.6696170156356,warmup,1,9.36757,0.9286194,8.698907232858
232.57624101825058,warmup,1,2.70579,0.9294252,2.514829411908
236.81496400968172,warmup,1,2.54505,0.928888,2.3640664044
241.16520400275476,warmup,1,4.95615,0.9302311,4.610364866265
245.52809301530942,warmup,1,5.03652,0.9294252,4.681068608304
250.5273830029182,warmup,1,4.87578,0.9291566,4.530363167148
255.5258400097955,warmup,1,2.67007,0.9294252,2.481630343764
259.710119018564,warmup,1,1.58061,0.928888,1.4682096616800002
263.6690850195009,warmup,1,1.58061,0.928888,1.4682096616800002
267.70312400185503,warmup,1,2.77723,0.9291566,2.580481584218
271.7833850183524,warmup,1,4.04529,0.928888,3.75762133752
275.9888490254525,warmup,1,4.33998,0.9291566,4.0325210608679996
280.8334000001196,warmup,1,2.64328,0.9294252,2.4567310426559996
286.21418701368384,warmup,1,4.465,0.9286194,4.146285621
290.8608510042541,warmup,1,9.02823,0.9304997,8.400765306531001
295.50305200973526,warmup,1,4.89364,0.9299625,4.550901688500001
299.77438601781614,warmup,1,9.49259,0.9291566,8.820102649594
304.60119602503255,warmup,1,5.22405,0.9299625,4.8581705981250005
309.8476510203909,warmup,1,5.02759,0.9294252,4.672768841268
314.75072001921944,warmup,1,8.724609,0.9280821,8.0971534423989
319.9632680043578,warmup,1,2.55398,0.9291566,2.373047373268
324.3114890065044,warmup,1,4.84006,0.9286194,4.494573613164
329.0547260257881,warmup,1,7.08149,0.9296938,6.583617347762
333.9939800207503,warmup,1,7.66194,0.9291566,7.119142119804001
338.6490330158267,warmup,1,3.52735,0.928888,3.2765130868000005
343.6333970166743,warmup,1,2.61649,0.9286194,2.429723373906
347.9906560096424,warmup,1,3.94706,0.9283507,3.664255913942
352.245046000462,warmup,1,3.83097,0.9283507,3.556483681179
356.5018980007153,warmup,1,7.34939,0.9275449,6.816889212611
361.0798960144166,warmup,1,4.93829,0.928888,4.58711832152
365.8152990101371,warmup,1,9.555099,0.9296938,8.8833162986862
370.12800300726667,warmup,1,8.64424,0.9275449,8.017920726376
375.21984800696373,warmup,1,4.87578,0.9296938,4.532982436164
379.7841420164332,warmup,1,5.07224,0.9280821,4.707455150904
385.22783599910326,warmup,1,2.91118,0.9291566,2.704942110788
389.51265101786703,warmup,1,4.92043,0.9291566,4.571850009337999
393.8799099996686,warmup,1,4.87578,0.9283507,4.526433776046
398.1266880000476,warmup,1,2.88439,0.9283507,2.677725475573
402.89051801664755,warmup,1,7.59943,0.9299625,7.067184921375
407.1114440157544,warmup,1,3.60772,0.928888,3.35116781536
411.71407100046054,warmup,1,2.92904,0.9286194,2.719963367376
416.0380530229304,warmup,1,4.04529,0.9294252,3.7597944673079993
420.30822002561763,warmup,1,7.21544,0.9296938,6.708149832272
424.72740402445197,warmup,1,4.1078,0.9286194,3.81458277132
429.3212900229264,warmup,1,4.99187,0.931037,4.6476156691899995
433.5770690231584,warmup,1,2.8576,0.9294252,2.65592545152
438.33028702647425,warmup,1,2.86653,0.9286194,2.661915368682
442.5849539984483,warmup,1,4.67039,0.9291566,4.339523693074001
446.91404700279236,warmup,1,2.84867,0.9283507,2.644564788569
451.1948990111705,warmup,1,3.58093,0.9286194,3.325321068042
455.47823200467974,warmup,1,2.72365,0.9286194,2.52923422881
459.87663901178166,warmup,1,2.35752,0.9304997,2.1936716527440003
465.19390802131966,warmup,1,4.8222,0.9294252,4.481874199439999
474.69954800908454,warmup,1,4.02743,0.9291566,3.742113165538
486.8448699999135,warmup,1,7.6798,0.9294252,7.13779965096
491.38222000328824,warmup,1,5.59018,0.928888,5.192651119840001
497.3068730032537,warmup,1,5.33121,0.9294252,4.954960920492
501.77901901770383,warmup,1,7.46548,0.9291566,6.936600014168
505.96068700542673,warmup,1,3.98278,0.9291566,3.700626323348
510.6767390097957,warmup,1,9.072879,0.931037,8.447186045523
515.271959011443,warmup,1,2.67007,0.9291566,2.480913162962
521.8793649983127,warmup,1,3.07192,0.9294252,2.855119860384
526.0709960130043,warmup,1,2.92904,0.9299625,2.723897361
530.6911040097475,warmup,1,9.36757,0.9294252,8.706455620764
534.9240680225194,warmup,1,8.921069,0.9280821,8.2794844517649
539.3203630228527,warmup,1,2.7683,0.9286194,2.57069708502
543.7439360248391,warmup,1,4.00957,0.9304997,3.730903682129
547.9209370096214,warmup,1,3.84883,0.9299625,3.579267568875
552.1899010054767,warmup,1,2.56291,0.9294252,2.382033139332
557.0446000201628,warmup,1,4.23282,0.9299625,3.9363638692500005
561.6709669993725,warmup,1,2.62542,0.9278135,2.43590011917
567.3132710217033,warmup,1,6.6082,0.9307683,6.15070308006
574.7875030210707,warmup,1,4.85792,0.9283507,4.509853432544
579.7407010104507,warmup,1,5.09903,0.9286194,4.7350581791819994
584.9353410012554,warmup,1,2.67007,0.9291566,2.480913162962
589.0106029983144,warmup,1,1.59847,0.928888,1.4847996013600002
592.9399020096753,warmup,1,2.25036,0.9286194,2.089727952984
597.1709029981866,warmup,1,3.89348,0.9294252,3.6186984276959997
606.7568200232927,warmup,1,2.89332,0.928888,2.6875702281600002
615.4193020192906,warmup,1,4.05422,0.9283507,3.7637379749539996
622.6965540263336,warmup,1,4.27747,0.9283507,3.970992268729
634.7475980001036,warmup,1,2.75044,0.928888,2.5548507107200003
639.1896340064704,warmup,1,9.590819,0.9299625,8.9191020142875
646.7843650025316,warmup,1,4.52751,0.9280821,4.201900988571
654.8800180025864,warmup,1,4.26854,0.928888,3.96499558352
662.4198420031462,warmup,1,2.86653,0.928888,2.6626853186400004
670.9340090164915,warmup,1,4.15245,0.928888,3.8571609756000003
676.2895749998279,warmup,1,7.983419,0.9286194,7.413557761728599
680.5041310144588,warmup,1,2.75937,0.9283507,2.561663071059
684.5519110211171,warmup,1,2.72365,0.9291566,2.5306973735900002
699.1332489997149,warmup,1,4.71504,0.928888,4.379744075520001
705.3493249986786,warmup,1,3.51842,0.928888,3.26821811696
710.602668026695,warmup,1,5.01866,0.9291566,4.663121062156
715.647903009085,warmup,1,6.9654,0.9296938,6.47568919452
722.8427480149549,warmup,1,4.66146,0.9299625,4.33498299525
727.4928010010626,warmup,1,3.9292,0.9304997,3.65611942124
734.2904280230869,warmup,1,4.77755,0.9315742,4.45064231921
742.8046319982968,warmup,1,8.74247,0.9299625,8.130169257375002
751.7518520180602,warmup,1,3.3041,0.9291566,3.07002632206
759.0979740198236,warmup,1,5.00973,0.9280821,4.649440738833
766.4561140118167,warmup,1,7.00112,0.9304997,6.514540059664
770.9663530113176,warmup,1,4.88471,0.9286194,4.536036469374
777.9170530266128,warmup,1,8.68889,0.9275449,8.059335606161001
785.551672015572,warmup,1,6.08133,0.9291566,5.650507906278
790.9317560261115,warmup,1,3.4827,0.9291566,3.23597369082
798.9782790245954,warmup,1,5.06331,0.9299625,4.708688425875001
805.647018016316,warmup,1,5.21512,0.9294252,4.847063949023999
809.892278019106,warmup,1,4.30426,0.9286194,3.9970193386440003
814.1302230069414,warmup,1,4.06315,0.9296938,3.7774853634700003
818.3521490136627,warmup,1,4.08101,0.9283507,3.788608490207
823.5821230045985,warmup,1,9.52831,0.9248587,8.812340399797
827.9908260155935,warmup,1,8.41206,0.9326486,7.845495982116001
834.6785280155018,warmup,1,5.27763,0.928888,4.902327175440001
839.7007070016116,warmup,1,5.39372,0.9299625,5.0159573355000004
844.5690720109269,warmup,1,5.08117,0.9280821,4.715742924057
850.8383150037844,warmup,1,4.75969,0.928888,4.42121892472
856.1370840179734,warmup,1,5.03652,0.9291566,4.679715799032
860.8206920034718,warmup,1,6.0724,0.9302311,5.64873533164
870.8938090130687,warmup,1,4.21496,0.9280821,3.911828928216
878.73824100825,warmup,1,8.77819,0.928888,8.15395535272
883.5011449991725,warmup,1,4.11673,0.928888,3.82398109624
889.3781310180202,warmup,1,4.98294,0.9304997,4.636624175118
