t_ms,phase,window_id,I_A,V_V,P_W
4.530393009190448,warmup,1,1.58954,0.9286194,1.476077681076
9.531708012218587,warmup,1,1.56275,0.9286194,1.45119996735
34.6488369978033,warmup,1,1.55382,0.9286194,1.442907396108
39.81692899833433,warmup,1,2.75044,0.9286194,2.554111942536
66.2288630119292,warmup,1,5.161539,0.9291566,4.7958780280074
77.21087500976864,warmup,1,3.25052,0.9286194,3.018495932088
81.69989701127633,warmup,1,4.24175,0.9326486,3.95606219905
86.15251199807972,warmup,1,5.76878,0.9283507,5.355450951146
94.78405999834649,warmup,1,5.67948,0.9235155,5.24508781194
99.03510200092569,warmup,1,7.929839,0.9283507,7.3616715865373
103.7664930045139,warmup,1,4.74183,0.9283507,4.402081199781
109.88409600395244,warmup,1,4.92043,0.9299625,4.575815383875
114.88948500482365,warmup,1,5.06331,0.9286194,4.701887894214
124.65487601002678,warmup,1,4.9115,0.9286194,4.5609141831
134.18619400181342,warmup,1,7.64408,0.9294252,7.1046005828159995
140.9430890053045,warmup,1,4.83113,0.9280821,4.483685275773
146.82910100964364,warmup,1,4.92936,0.9280821,4.574850780456
151.14473600988276,warmup,1,8.93893,0.928888,8.30326480984
155.84331200807355,warmup,1,4.27747,0.9294252,3.975588410244
160.20216900506057,warmup,1,8.88535,0.9280821,8.246334287235001
168.8879569992423,warmup,1,4.34891,0.928888,4.03965031208
176.4127900096355,warmup,1,4.94722,0.9283507,4.592755150054
181.7812689987477,warmup,1,4.89364,0.9294252,4.548272335728
187.04095200519077,warmup,1,5.33121,0.9286194,4.950665031473999
195.80246100667864,warmup,1,9.662259,0.9294252,8.9803470035268
200.08254100685008,warmup,1,9.59975,0.9280821,8.909356139475001
205.6579070049338,warmup,1,9.33185,0.9296938,8.67576308753
210.30985401012003,warmup,1,4.06315,0.9291566,3.7753026392900004
215.23742900171783,warmup,1,4.88471,0.9294252,4.539972568692
220.355520999874,warmup,1,2.91118,0.9286194,2.703378224892
225.7846470020013,warmup,1,2.61649,0.9286194,2.429723373906
230.09778201230802,warmup,1,3.25052,0.9280821,3.016749427692
235.2856880024774,warmup,1,2.89332,0.928888,2.6875702281600002
240.36755799897946,warmup,1,4.87578,0.9296938,4.532982436164
245.20755901176017,warmup,1,5.85808,0.9286194,5.439926734752
250.7330560038099,warmup,1,5.822359,0.9291566,5.4098832924194
255.20492999930866,warmup,1,4.52751,0.9299625,4.210414518375001
265.7424450007966,warmup,1,4.07208,0.9286194,3.7814124863519996
270.42728100786917,warmup,1,4.84006,0.9294252,4.498473733512
274.6909710112959,warmup,1,9.59975,0.9307683,8.935142987925
279.7220450011082,warmup,1,4.00064,0.9307683,3.7236688917119998
285.20139399915934,warmup,1,4.95615,0.9296938,4.60770192687
291.9511770014651,warmup,1,4.99187,0.9280821,4.6328651925269995
297.335508003016,warmup,1,4.72397,0.9302311,4.394383809467
301.6805130027933,warmup,1,8.894279,0.9304997,8.2761239412163
309.4836770032998,warmup,1,4.90257,0.9286194,4.552621611858
314.9313590110978,warmup,1,4.89364,0.9291566,4.5469579040240005
320.1625240035355,warmup,1,2.62542,0.928888,2.43872113296
324.7294720058562,warmup,1,4.88471,0.9299625,4.542597123375001
328.974570002174,warmup,1,9.56403,0.9294252,8.889050495556
333.537555008661,warmup,1,5.6259,0.9304997,5.23489826223
338.7518500094302,warmup,1,4.92936,0.9294252,4.5814714038719995
343.35181600181386,warmup,1,5.09903,0.9304997,4.744645885291
348.85292300896253,warmup,1,2.95583,0.9283507,2.744046849581
353.10720700363163,warmup,1,4.59895,0.9326486,4.289204278970001
357.60700701212045,warmup,1,5.10796,0.9291566,4.746094746536
361.80547600088175,warmup,1,2.74151,0.9283507,2.545082727557
366.21255399950314,warmup,1,7.60836,0.9307683,7.081620302988
370.44811600935645,warmup,1,3.64344,0.9304997,3.390219826968
374.5539930096129,warmup,1,4.12566,0.9286194,3.831167913804
383.73527700605337,warmup,1,7.06363,0.9296938,6.567013016494
389.262458003941,warmup,1,4.83113,0.9294252,4.490173966476
394.03532999858726,warmup,1,2.88439,0.9294252,2.680824752628
398.3228730066912,warmup,1,5.93845,0.9294252,5.519345078939999
403.57446399866603,warmup,1,2.65221,0.9283507,2.4621810100470003
407.88787600467913,warmup,1,2.67007,0.9291566,2.480913162962
412.08780799934175,warmup,1,10.04625,0.9302311,9.345334188375
418.15059700456914,warmup,1,2.60756,0.9270077,2.417228198212
428.3184290106874,warmup,1,2.24143,0.721782,1.61782382826
440.664004010614,warmup,1,2.60756,0.9294252,2.4235319745119996
445.18558200798,warmup,1,2.46468,0.9294252,2.2907357019359997
450.11186100600753,warmup,1,2.46468,0.9280821,2.287425390228
456.9260880089132,warmup,1,4.30426,0.9307683,4.006268762958
462.77037799882237,warmup,1,2.66114,0.928888,2.47190101232
468.2790970109636,warmup,1,4.94722,0.9286194,4.594084468068
473.18446800636593,warmup,1,4.77755,0.9294252,4.4403753642599995
477.40351100219414,warmup,1,2.8576,0.9283507,2.65285496032
481.9594030122971,warmup,1,2.68793,0.9278135,2.493897741055
488.73863100016024,warmup,1,5.0008,0.9280821,4.64115296568
492.86830400524195,warmup,1,2.84867,0.9283507,2.644564788569
496.8604230089113,warmup,1,2.84867,0.9283507,2.644564788569
509.00848100718576,warmup,1,4.74183,0.9286194,4.403355329502
515.8915970096132,warmup,1,2.84867,0.9299625,2.6491562748749997
523.1192100036424,warmup,1,5.358,0.9275449,4.9697855741999994
529.2262950097211,warmup,1,4.29533,0.9286194,3.988726767402
534.9006790056592,warmup,1,7.858399,0.9302311,7.310127146008901
541.1211879982147,warmup,1,4.21496,0.9296938,3.9186221792479996
545.640395997907,warmup,1,7.590499,0.9369466,7.1118922303534005
550.1983060094062,warmup,1,6.20635,0.928888,5.7650040388
556.855461007217,warmup,1,8.50136,0.9280821,7.889960041656
568.6153560091043,warmup,1,4.17924,0.9278135,3.87755529174
576.682092010742,warmup,1,5.08117,0.9302311,4.726662358387
581.2774840014754,warmup,1,7.83161,0.9347976,7.320970232136
586.1490410024999,warmup,1,4.974009,0.9280821,4.616288718138899
590.9622830076842,warmup,1,4.85792,0.928888,4.5124635929600005
598.9897980034584,warmup,1,8.662101,0.928888,8.046121673688
604.7739589994308,warmup,1,4.32212,0.9283507,4.012443127484
610.9799320111051,warmup,1,9.680119,0.9294252,8.996946537598799
615.3145290008979,warmup,1,7.13507,0.9304997,6.6391804944790005
624.6689789986704,warmup,1,5.33121,0.928888,4.95209699448
629.2201860051136,warmup,1,4.72397,0.9286194,4.386770187018
635.6286570080556,warmup,1,5.13475,0.928888,4.769607658000001
641.695594007615,warmup,1,5.07224,0.928888,4.7115428691200005
648.8317629991798,warmup,1,5.804499,0.9291566,5.3932885555434
656.7584639997222,warmup,1,4.20603,0.9294252,3.909190273956
