path,config_id,class,config_json,input_shapes,input_dtypes,out_shapes,callsite,mode,leaf,params,macs,bytes_moved,arith_intensity,t_eff,seq_len,count,lat_mean_ms,lat_median_ms,lat_std_ms
12.cv1.conv,4a0979562ddbc931,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 384, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}","[[1, 384, 40, 40]]","[""torch.float32""]","[[1, 128, 40, 40]]",12.cv1.conv,forward,True,49152,78643200,3473408,22.6415,1600,1600,30,5.0145,4.267,2.1733
12.cv1.bn,cac46b7b9ae7f883,BatchNorm2d,"{""class"": ""BatchNorm2d"", ""eps"": 0.001, ""has_bias"": true, ""momentum"": 0.03}","[[1, 128, 40, 40]]","[""torch.float32""]","[[1, 128, 40, 40]]",12.cv1.bn,forward,True,256,409600,1639424,0.2498,1600,1600,30,0.2747,0.2106,0.187
12.cv2,681d054a72fa7eca,Conv,"{""class"": ""Conv""}","[[1, 192, 40, 40]]","[""torch.float32""]","[[1, 128, 40, 40]]",12.cv2,forward,False,24832,,2147328,,1,1,30,3.8188,3.594,1.0693
12.cv2.conv,8141bee62b9f4590,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 192, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}","[[1, 192, 40, 40]]","[""torch.float32""]","[[1, 128, 40, 40]]",12.cv2.conv,forward,True,24576,39321600,2146304,18.3206,1600,1600,30,3.0099,2.5894,0.95
12.cv2.bn,cac46b7b9ae7f883,BatchNorm2d,"{""class"": ""BatchNorm2d"", ""eps"": 0.001, ""has_bias"": true, ""momentum"": 0.03}","[[1, 128, 40, 40]]","[""torch.float32""]","[[1, 128, 40, 40]]",12.cv2.bn,forward,True,256,409600,1639424,0.2498,1600,1600,30,0.3151,0.2041,0.2306
12.m.0,02436ef5d3114e46,Bottleneck,"{""class"": ""Bottleneck""}","[[1, 64, 40, 40]]","[""torch.float32""]","[[1, 64, 40, 40]]",12.m.0,forward,False,73984,,1115136,,1,1,30,5.3441,4.5701,2.9182
12.m.0.cv1,779f8899e994d313,Conv,"{""class"": ""Conv""}","[[1, 64, 40, 40]]","[""torch.float32""]","[[1, 64, 40, 40]]",12.m.0.cv1,forward,False,36992,,967168,,1,1,30,2.9538,2.1966,1.5813
12.m.0.cv1.conv,a769a037c9a074eb,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}","[[1, 64, 40, 40]]","[""torch.float32""]","[[1, 64, 40, 40]]",12.m.0.cv1.conv,forward,True,36864,58982400,966656,61.0169,1600,1600,30,2.291,1.6417,1.1635
12.m.0.cv1.bn,ed0c9ec6c9470d44,BatchNorm2d,"{""class"": ""BatchNorm2d"", ""eps"": 0.001, ""has_bias"": true, ""momentum"": 0.03}","[[1, 64, 40, 40]]","[""torch.float32""]","[[1, 64, 40, 40]]",12.m.0.cv1.bn,forward,True,128,204800,819712,0.2498,1600,1600,30,0.2564,0.1507,0.2432
12.m.0.cv2,779f8899e994d313,Conv,"{""class"": ""Conv""}","[[1, 64, 40, 40]]","[""torch.float32""]","[[1, 64, 40, 40]]",12.m.0.cv2,forward,False,36992,,967168,,1,1,30,2.315,1.808,1.6505
12.m.0.cv2.conv,a769a037c9a074eb,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}","[[1, 64, 40, 40]]","[""torch.float32""]","[[1, 64, 40, 40]]",12.m.0.cv2.conv,forward,True,36864,58982400,966656,61.0169,1600,1600,30,1.7592,1.3711,1.1618
12.m.0.cv2.bn,ed0c9ec6c9470d44,BatchNorm2d,"{""class"": ""BatchNorm2d"", ""eps"": 0.001, ""has_bias"": true, ""momentum"": 0.03}","[[1, 64, 40, 40]]","[""torch.float32""]","[[1, 64, 40, 40]]",12.m.0.cv2.bn,forward,True,128,204800,819712,0.2498,1600,1600,30,0.2015,0.138,0.2637
13,b284f397df75eed7,Upsample,"{""class"": ""Upsample""}","[[1, 128, 40, 40]]","[""torch.float32""]","[[1, 128, 80, 80]]",13,forward,True,0,819200,4096000,0.2,1,1,30,0.5676,0.5425,0.1405
14,9627697befd97eb5,Concat,"{""class"": ""Concat""}","[[1, 128, 80, 80], [1, 64, 80, 80]]","[""torch.float32""]","[[1, 192, 80, 80]]",14,forward,True,0,1228800,9830400,0.125,1,1,30,1.8939,1.7347,0.3391
15,aa2e579fd0abdfe1,C2f,"{""class"": ""C2f""}","[[1, 192, 80, 80]]","[""torch.float32""]","[[1, 64, 80, 80]]",15,forward,False,37248,,6702592,,1,1,30,21.656,20.9431,1.9675
