config_id,class,config_json,input_kind,input_shapes,input_dtypes,macs,bytes_moved,t_eff,seq_len,window_s,N_calls,t_per_call_ms,P_mean_W,P_delta_W,baseline_interp_W,P_delta_ABAB_W,E_per_call_mJ,temp_start_C,temp_end_C,freq_start_MHz,freq_end_MHz,samples_used,SKIPPED,skip_reason,error
2fab533f5d92c7fa,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}","{'args': [{'k': 'tensor', 'shape': [1, 256, 40, 40], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 1638400}], 'kwargs': {}}","[[1, 256, 40, 40]]","[""torch.float32""]",52428800,2588672,1600,1600,2.544,712,2.8108,4.798051,3.98714,0.85903,3.939021,11.207166,58.2,58.2,2400,1600,307,False,,
a769a037c9a074eb,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}","{'args': [{'k': 'tensor', 'shape': [1, 64, 40, 40], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 409600}], 'kwargs': {}}","[[1, 64, 40, 40]]","[""torch.float32""]",58982400,966656,1600,1600,2.541,1296,1.5459,6.156237,5.345325,0.891187,5.26505,8.263463,58.7,58.7,2400,2000,340,False,,
ed0c9ec6c9470d44,BatchNorm2d,"{""class"": ""BatchNorm2d"", ""eps"": 0.001, ""has_bias"": true, ""momentum"": 0.03}","{'args': [{'k': 'tensor', 'shape': [1, 64, 40, 40], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 409600}], 'kwargs': {}}","[[1, 64, 40, 40]]","[""torch.float32""]",204800,819712,1600,1600,2.538,16560,0.1208,4.828699,4.017787,0.891579,3.937121,0.485247,58.7,58.2,1600,1600,304,False,,
9d8bb7a22980064b,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 256, ""padding"": [1, 1], ""stride"": [2, 2]}","{'args': [{'k': 'tensor', 'shape': [1, 128, 40, 40], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 819200}], 'kwargs': {}}","[[1, 128, 40, 40]]","[""torch.float32""]",117964800,2408448,1600,1600,2.534,523,3.8295,5.859647,5.048735,0.859496,5.000151,19.333958,59.3,58.2,2400,1500,321,False,,
ac8618e635cc7fb1,BatchNorm2d,"{""class"": ""BatchNorm2d"", ""eps"": 0.001, ""has_bias"": true, ""momentum"": 0.03}","{'args': [{'k': 'tensor', 'shape': [1, 256, 20, 20], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 409600}], 'kwargs': {}}","[[1, 256, 20, 20]]","[""torch.float32""]",204800,821248,400,400,2.534,18680,0.1071,5.175331,4.364419,0.884876,4.290455,0.467279,58.2,58.2,2000,2000,294,False,,
869edd6e1c555791,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}","{'args': [{'k': 'tensor', 'shape': [1, 256, 20, 20], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 409600}], 'kwargs': {}}","[[1, 256, 20, 20]]","[""torch.float32""]",26214400,1081344,400,400,2.532,1785,1.1209,5.575718,4.764807,0.881253,4.694466,5.340953,58.7,58.7,1600,1500,290,False,,
f33965fb5f852eec,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 384, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}","{'args': [{'k': 'tensor', 'shape': [1, 384, 20, 20], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 614400}], 'kwargs': {}}","[[1, 384, 20, 20]]","[""torch.float32""]",39321600,1417216,400,400,2.538,1218,1.6435,5.843387,5.032475,0.851208,4.992179,8.270971,59.3,58.2,2400,2100,346,False,,
af6950922bb10eb3,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [1, 1]}","{'args': [{'k': 'tensor', 'shape': [1, 128, 20, 20], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 204800}], 'kwargs': {}}","[[1, 128, 20, 20]]","[""torch.float32""]",58982400,999424,400,400,2.533,1026,1.9502,5.602155,4.791243,0.871167,4.730988,9.34397,58.2,60.9,2400,1500,314,False,,
8de7bac41945387e,BatchNorm2d,"{""class"": ""BatchNorm2d"", ""eps"": 0.001, ""has_bias"": true, ""momentum"": 0.03}","{'args': [{'k': 'tensor', 'shape': [1, 128, 20, 20], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 204800}], 'kwargs': {}}","[[1, 128, 20, 20]]","[""torch.float32""]",102400,410624,400,400,2.532,23931,0.0836,5.054577,4.243665,0.84619,4.208386,0.354655,59.8,58.7,2100,1600,311,False,,
84ef5338b41f8143,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}","{'args': [{'k': 'tensor', 'shape': [1, 256, 20, 20], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 409600}], 'kwargs': {}}","[[1, 256, 20, 20]]","[""torch.float32""]",13107200,745472,400,400,2.538,2772,0.7216,5.46865,4.657738,0.908392,4.560258,3.361251,58.7,58.7,1900,1500,302,False,,
