config_id,class,config_json,input_kind,input_shapes,window_s,N_calls,t_per_call_ms,P_mean_W,P_delta_W,E_per_call_mJ,temp_start_C,temp_end_C,freq_start_MHz,freq_end_MHz,samples_used,SKIPPED,skip_reason,error
c000f8a61b6a18d8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 3, ""kernel_size"": [3, 3], ""out_channels"": 16, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 3, 480, 640]]",2.032,165,12.0453,4.473379,3.043163,36.65595,57.1,59.8,2400020480,2400020480,265,False,,
721d05975fd0a302,SiLU,"{""class"": ""SiLU""}",tensor,"[[1, 16, 240, 320]]",2.024,1015,1.9498,5.105712,3.675496,7.166646,58.7,61.5,2400027136,2400020480,370,False,,
5598c54d1a5113dd,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 16, 240, 320]]",2.024,257,7.6997,4.052453,2.622237,20.190371,60.9,60.9,2400017408,2400020480,275,False,,
a06d1c13113d6cb6,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [1, 1], ""out_channels"": 32, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 32, 120, 160]]",2.021,390,5.0717,3.890282,2.460065,12.476745,60.4,59.8,2400020480,2400023808,335,False,,
f675ba4f090255dd,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 48, ""kernel_size"": [1, 1], ""out_channels"": 32, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 48, 120, 160]]",2.028,363,5.4601,4.274767,2.844551,15.531448,60.9,59.8,2400020480,2400027136,343,False,,
485094928ec632db,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [3, 3], ""out_channels"": 16, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 16, 120, 160]]",2.023,771,2.5683,4.437949,3.007732,7.724803,59.8,62.0,2400017408,2400020480,353,False,,
eb5fba621d1cd15b,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 32, 120, 160]]",2.023,534,3.7049,5.074127,3.643911,13.500366,61.5,62.6,2400020480,2400020480,340,False,,
8509c678becabfbf,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 64, 15, 20]]",2.023,23256,0.0851,4.928457,3.498241,0.297652,62.6,62.6,2400020480,2400030464,482,False,,
00b2e6a5f34b1125,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 128, 60, 80]]",2.025,648,3.0587,3.846967,2.416751,7.392213,63.7,62.0,2400033792,2400023808,331,False,,
bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 32, 60, 80]]",2.022,1234,1.6053,5.48408,4.053864,6.50752,63.1,65.3,2400033792,2400033792,384,False,,
5050b8d38b4c698e,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 64, 60, 80]]",2.024,732,2.7058,5.499867,4.06965,11.011729,63.1,64.8,2400020480,2400027136,360,False,,
347e13f415663a02,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 128, 30, 40]]",2.024,1487,1.3323,5.522352,4.092136,5.451859,64.2,65.3,2400033792,2400033792,398,False,,
1712e7d5e9da8bf3,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.022,2956,0.6692,6.13685,4.706634,3.149819,62.6,64.8,2400020480,2400033792,398,False,,
7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 64, 15, 20]]",2.022,4017,0.4929,5.757409,4.327193,2.13299,65.3,65.3,2400033792,2400017408,420,False,,
9ae5ec4ddbebd1a6,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 256, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 128, 30, 40]]",2.024,640,3.0957,6.60563,5.175413,16.021426,64.8,66.4,2400033792,2400017408,334,False,,
850cd8751e07b4ce,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.022,1967,1.0064,4.798461,3.368245,3.389951,64.8,64.2,2400033792,2400020480,378,False,,
a5afdd11be223ff4,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 384, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 384, 15, 20]]",2.022,1643,1.2053,5.575907,4.145691,4.996762,64.8,65.3,2400023808,2400020480,381,False,,
435d70ebd9a83dd1,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 128, 15, 20]]",2.024,1370,1.4449,5.995785,4.565568,6.596686,64.8,65.9,2400020480,2400027136,362,False,,
c9903d10288673c8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 512, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 512, 15, 20]]",2.022,1262,1.5676,5.724052,4.293835,6.731063,64.8,66.4,2400023808,2400017408,375,False,,
c835d8233841ec8c,MaxPool2d,"{""class"": ""MaxPool2d"", ""dilation"": 1, ""kernel_size"": 5, ""padding"": 2, ""stride"": 1}",tensor,"[[1, 128, 15, 20]]",2.022,3157,0.6264,4.702064,3.271848,2.049431,65.3,65.3,2400020480,2400033792,494,False,,
558011dc253c52df,Upsample,"{""class"": ""Upsample""}",tensor,"[[1, 128, 30, 40]]",2.026,6687,0.2955,5.094475,3.664259,1.082631,64.2,66.4,2400023808,2400030464,380,False,,
737abb0106288822,Concat,"{""class"": ""Concat""}",list,"[[1, 128, 15, 20], [1, 256, 15, 20]]",2.022,28684,0.069,4.207574,2.777358,0.191528,63.7,64.8,2400017408,2400023808,456,False,,
593fe36f63e08017,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 384, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 384, 30, 40]]",2.022,746,2.6499,4.366607,2.936391,7.781062,63.7,64.8,2400020480,2400020480,347,False,,
f89ca271fc1e6775,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 192, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 192, 30, 40]]",2.024,1209,1.638,5.808436,4.37822,7.171463,65.3,65.3,2400030464,2400017408,376,False,,
eed12f6863cdc419,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 192, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 192, 60, 80]]",2.023,534,3.704,5.122012,3.691796,13.674505,64.8,65.9,2400033792,2400023808,316,False,,
4bbc089f08e24d13,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 96, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 96, 60, 80]]",2.023,735,2.694,4.022009,2.591793,6.982201,64.2,64.8,2400027136,2400023808,359,False,,
d33f342ed0013fe8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 64, 60, 80]]",2.023,1282,1.5429,5.811023,4.380806,6.759349,64.2,67.0,2400033792,2400023808,376,False,,
4b4c3f50477a05c2,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 128, 30, 40]]",2.023,1151,1.721,5.782232,4.352016,7.489676,65.9,67.5,2400017408,2400027136,361,False,,
e738866af6faefef,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 128, 30, 40]]",2.025,886,2.2343,5.47014,4.039924,9.026289,65.9,68.1,2400027136,2400027136,367,False,,
cb3f2f7786092fa1,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.024,1360,1.4569,6.058159,4.627942,6.742386,67.0,67.5,2400020480,2400017408,385,False,,
2c16333661199364,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 80, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 64, 60, 80]]",2.025,369,5.3705,6.3468,4.916584,26.404482,67.5,67.5,2400033792,2400023808,367,False,,
05144e90dde4b32e,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 80, ""kernel_size"": [3, 3], ""out_channels"": 80, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 80, 15, 20]]",2.022,2733,0.7239,6.100829,4.670613,3.380861,67.0,69.7,2400027136,2400020480,394,False,,
a5f3b7a368f1fd18,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 80, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 80, 15, 20]]",2.023,5525,0.3584,5.007702,3.577486,1.282143,67.0,65.9,2400027136,2400023808,436,False,,
d1955fd571f004c8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 80, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 128, 30, 40]]",2.025,719,2.7573,6.065416,4.6352,12.780722,67.0,69.2,2400027136,2400020480,365,False,,
fb4ac431a6392b65,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [3, 3], ""out_channels"": 80, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.023,1071,1.8482,6.023293,4.593077,8.488699,67.5,69.2,2400027136,2400020480,362,False,,
c8d53189cd2396c8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [1, 1], ""out_channels"": 1, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 16, 4, 6300]]",2.022,2592,0.763,5.018487,3.588271,2.737915,67.5,68.1,2400027136,2400023808,390,False,,
