t_ms,temp_C,arm_MHz,throttle_bits
0.5877539988432545,50.5,2400,327680
5049.9164829998335,50.5,1600,327680
10101.756268999452,57.6,2400,327680
15163.896669997484,61.5,2400,327680
20220.17953699833,60.9,2400,327680
25273.944246997416,62.6,2400,327680
30324.734765999892,62.6,2400,327680
35376.84270399768,65.3,2400,327680
40424.106429996755,65.3,2400,327680
45473.621268996794,65.3,2400,327680
50529.544924997026,66.4,2400,327680
55579.15517899892,66.4,2400,327680
60630.588437998085,64.8,2400,327680
65683.27109599704,67.0,2400,327680
70732.93689499769,67.0,2400,327680
75787.46657899683,66.4,2400,327680
80836.52583399817,68.6,2400,327680
