path,config_id,class,config_json,leaf,params,macs,input_kind,input_shapes,out_shapes,count,lat_mean_ms,lat_median_ms,lat_std_ms
model.6.m.0.cv2.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,44236800,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",9,1.441,1.2694,0.4205
model.6.m.1,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,73984,,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",9,3.5242,3.3256,0.6748
model.6.m.1.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",9,1.5761,1.4338,0.4682
model.6.m.1.cv1.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,44236800,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",9,1.3874,1.2356,0.4735
model.6.m.1.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",9,1.7828,1.4053,0.6099
model.6.m.1.cv2.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,44236800,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",9,1.5317,1.2008,0.5903
model.7,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,295424,,tensor,"[[1, 128, 30, 40]]","[[1, 256, 15, 20]]",9,3.3586,3.0028,0.6801
model.7.conv,9ae5ec4ddbebd1a6,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 256, ""padding"": [1, 1], ""stride"": [2, 2]}",True,294912,88473600,tensor,"[[1, 128, 30, 40]]","[[1, 256, 15, 20]]",9,3.1616,2.7921,0.6664
model.8,d3b9b58e896c9596,C2f,"{""class"": ""C2f""}",False,460288,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",9,7.99,7.3555,1.3584
model.8.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,66048,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",9,1.4051,1.3033,0.3188
model.8.cv1.conv,850cd8751e07b4ce,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,65536,19660800,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",9,1.195,1.0271,0.3178
model.8.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,98816,,tensor,"[[1, 384, 15, 20]]","[[1, 256, 15, 20]]",9,2.0396,1.5708,0.819
model.8.cv2.conv,a5afdd11be223ff4,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 384, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,98304,29491200,tensor,"[[1, 384, 15, 20]]","[[1, 256, 15, 20]]",9,1.8054,1.3658,0.7296
model.8.m.0,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,295424,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",9,4.152,3.8259,0.9745
model.8.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,147712,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",9,1.8798,1.6021,0.5203
model.8.m.0.cv1.conv,435d70ebd9a83dd1,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [1, 1]}",True,147456,44236800,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",9,1.7044,1.4387,0.51
model.8.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,147712,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",9,2.0766,1.6475,0.8119
model.8.m.0.cv2.conv,435d70ebd9a83dd1,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [1, 1]}",True,147456,44236800,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",9,1.8458,1.44,0.7007
model.9,842196f9d110199d,SPPF,"{""class"": ""SPPF""}",False,164608,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",9,6.2306,5.9626,0.72
model.9.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,33024,,tensor,"[[1, 256, 15, 20]]","[[1, 128, 15, 20]]",9,1.0091,0.8255,0.5225
model.9.cv1.conv,1712e7d5e9da8bf3,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,32768,9830400,tensor,"[[1, 256, 15, 20]]","[[1, 128, 15, 20]]",9,0.8552,0.6785,0.5151
model.9.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,131584,,tensor,"[[1, 512, 15, 20]]","[[1, 256, 15, 20]]",9,1.9837,1.8883,0.2488
model.9.cv2.conv,c9903d10288673c8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 512, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,131072,39321600,tensor,"[[1, 512, 15, 20]]","[[1, 256, 15, 20]]",9,1.7695,1.6651,0.2521
model.9.m,c835d8233841ec8c,MaxPool2d,"{""class"": ""MaxPool2d"", ""dilation"": 1, ""kernel_size"": 5, ""padding"": 2, ""stride"": 1}",True,0,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",9,0.7586,0.7423,0.0615
model.10,558011dc253c52df,Upsample,"{""class"": ""Upsample""}",True,0,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 30, 40]]",9,1.5499,1.3709,0.4866
model.11,737abb0106288822,Concat,"{""class"": ""Concat""}",True,0,,list,"[[1, 256, 30, 40], [1, 128, 30, 40]]","[[1, 384, 30, 40]]",9,0.4534,0.453,0.0469
model.12,d3b9b58e896c9596,C2f,"{""class"": ""C2f""}",False,148224,,tensor,"[[1, 384, 30, 40]]","[[1, 128, 30, 40]]",9,10.2261,9.7531,1.2024
model.12.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,49408,,tensor,"[[1, 384, 30, 40]]","[[1, 128, 30, 40]]",9,3.6292,3.6168,0.5689
model.12.cv1.conv,593fe36f63e08017,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 384, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,49152,58982400,tensor,"[[1, 384, 30, 40]]","[[1, 128, 30, 40]]",9,3.2256,2.8755,0.6039
model.12.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,24832,,tensor,"[[1, 192, 30, 40]]","[[1, 128, 30, 40]]",9,2.6996,2.737,0.4066
model.12.cv2.conv,f89ca271fc1e6775,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 192, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,24576,29491200,tensor,"[[1, 192, 30, 40]]","[[1, 128, 30, 40]]",9,2.1867,2.0646,0.4364
model.12.m.0,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,73984,,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",9,3.4407,3.3785,0.4648
model.12.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",9,1.7083,1.522,0.2821
model.12.m.0.cv1.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,44236800,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",9,1.499,1.287,0.2832
model.12.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",9,1.6967,1.3663,0.5443
model.12.m.0.cv2.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,44236800,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",9,1.5095,1.1942,0.5403
model.13,558011dc253c52df,Upsample,"{""class"": ""Upsample""}",True,0,,tensor,"[[1, 128, 30, 40]]","[[1, 128, 60, 80]]",9,0.5027,0.4366,0.1437
model.14,737abb0106288822,Concat,"{""class"": ""Concat""}",True,0,,list,"[[1, 128, 60, 80], [1, 64, 60, 80]]","[[1, 192, 60, 80]]",9,1.2063,1.0871,0.214
model.15,d3b9b58e896c9596,C2f,"{""class"": ""C2f""}",False,37248,,tensor,"[[1, 192, 60, 80]]","[[1, 64, 60, 80]]",9,15.6106,15.1441,1.231
model.15.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,12416,,tensor,"[[1, 192, 60, 80]]","[[1, 64, 60, 80]]",9,6.2369,6.0522,0.8259
model.15.cv1.conv,eed12f6863cdc419,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 192, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",True,12288,58982400,tensor,"[[1, 192, 60, 80]]","[[1, 64, 60, 80]]",9,5.487,5.4196,0.5022
model.15.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,6272,,tensor,"[[1, 96, 60, 80]]","[[1, 64, 60, 80]]",9,3.8857,3.7689,0.4323
model.15.cv2.conv,4bbc089f08e24d13,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 96, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",True,6144,29491200,tensor,"[[1, 96, 60, 80]]","[[1, 64, 60, 80]]",9,3.2403,3.1209,0.4631
model.15.m.0,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,18560,,tensor,"[[1, 32, 60, 80]]","[[1, 32, 60, 80]]",9,4.6692,4.6073,0.4744
model.15.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,9280,,tensor,"[[1, 32, 60, 80]]","[[1, 32, 60, 80]]",9,2.5472,2.6588,0.426
model.15.m.0.cv1.conv,bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,9216,44236800,tensor,"[[1, 32, 60, 80]]","[[1, 32, 60, 80]]",9,2.1758,1.9613,0.4445
model.15.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,9280,,tensor,"[[1, 32, 60, 80]]","[[1, 32, 60, 80]]",9,2.0808,1.9045,0.2893
model.15.m.0.cv2.conv,bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,9216,44236800,tensor,"[[1, 32, 60, 80]]","[[1, 32, 60, 80]]",9,1.6166,1.5259,0.1992
model.16,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 60, 80]]","[[1, 64, 30, 40]]",9,2.2974,2.1157,0.3907
model.16.conv,d33f342ed0013fe8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [2, 2]}",True,36864,44236800,tensor,"[[1, 64, 60, 80]]","[[1, 64, 30, 40]]",9,2.0709,1.9026,0.3827
model.17,737abb0106288822,Concat,"{""class"": ""Concat""}",True,0,,list,"[[1, 64, 30, 40], [1, 128, 30, 40]]","[[1, 192, 30, 40]]",9,0.2605,0.2536,0.0256
model.18,d3b9b58e896c9596,C2f,"{""class"": ""C2f""}",False,123648,,tensor,"[[1, 192, 30, 40]]","[[1, 128, 30, 40]]",9,8.4419,8.0951,0.6156
model.18.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,24832,,tensor,"[[1, 192, 30, 40]]","[[1, 128, 30, 40]]",9,2.3531,2.0978,0.3196
model.18.cv1.conv,f89ca271fc1e6775,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 192, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,24576,29491200,tensor,"[[1, 192, 30, 40]]","[[1, 128, 30, 40]]",9,1.7857,1.7714,0.0515
model.18.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,24832,,tensor,"[[1, 192, 30, 40]]","[[1, 128, 30, 40]]",9,2.3344,2.0949,0.3519
model.18.cv2.conv,f89ca271fc1e6775,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 192, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,24576,29491200,tensor,"[[1, 192, 30, 40]]","[[1, 128, 30, 40]]",9,2.0361,1.8075,0.3449
model.18.m.0,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,73984,,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",9,3.3477,3.2144,0.6057
model.18.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",9,1.9118,1.6206,0.5775
