t_ms,temp_C,arm_MHz,throttle_bits
0.5483839995577,49.9,2400,327680
5054.30159000025,50.5,2400,327680
10108.156356000109,56.5,2400,327680
15160.61141499813,59.8,2400,327680
20212.73877799831,60.4,2400,327680
25265.982004999387,61.5,2400,327680
30314.60381299985,62.0,2400,327680
35370.33961999987,63.1,2400,327680
40432.40361599965,64.2,2400,327680
45480.83293799937,63.7,2400,327680
50533.83664899957,64.8,2400,327680
55583.22730399959,66.4,2400,327680
60634.34235399836,64.2,2400,327680
65683.56368400055,64.2,2400,327680
70735.46282800089,63.7,2400,327680
75788.45296600048,67.0,2400,327680
80835.53571399898,67.0,2400,327680
85888.91785500164,65.9,2400,327680
90941.35532300061,65.3,2400,327680
95995.48326199874,67.0,2400,327680
