config_id,class,config_json,input_kind,input_shapes,input_dtypes,macs,bytes_moved,t_eff,seq_len,window_s,N_calls,t_per_call_ms,P_mean_W,P_delta_W,baseline_interp_W,P_delta_ABAB_W,E_per_call_mJ,temp_start_C,temp_end_C,freq_start_MHz,freq_end_MHz,samples_used,SKIPPED,skip_reason,error
905c58d5b10ce1c5,Embedding,"{""class"": ""Embedding"", ""embedding_dim"": 64, ""num_embeddings"": 256, ""padding_idx"": null}","{'args': [{'k': 'tensor', 'shape': [1, 16], 'dtype': 'torch.int64', 'value': 'zeros', 'bytes': 128}], 'kwargs': {}}","[[1, 16]]","[""torch.int64""]",1024,69760,1,1,1.528,15654,0.0639,2.558922,1.798464,0.769034,1.789888,0.11489,51.6,52.1,2200,1500,179,False,,
d908ade19db0c477,Embedding,"{""class"": ""Embedding"", ""embedding_dim"": 64, ""num_embeddings"": 256, ""padding_idx"": null}","{'args': [{'k': 'tensor', 'shape': [1, 1], 'dtype': 'torch.int64', 'value': 'zeros', 'bytes': 8}], 'kwargs': {}}","[[1, 1]]","[""torch.int64""]",64,65800,1,1,1.526,19038,0.0525,2.585174,1.824715,0.776879,1.808295,0.095846,53.2,53.8,1600,1500,219,False,,
82e91f2b2f62d992,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 192}","{'args': [{'k': 'tensor', 'shape': [1, 16, 64], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 4096}], 'kwargs': {}}","[[1, 16, 64]]","[""torch.float32""]",196608,66304,16,16,1.525,4753,0.2104,4.561638,3.801179,0.797638,3.764,0.799724,52.1,53.8,1600,1500,173,False,,
92de7645560e2e7c,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 192}","{'args': [{'k': 'tensor', 'shape': [1, 1, 64], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 256}], 'kwargs': {}}","[[1, 1, 64]]","[""torch.float32""]",12288,50944,1,1,1.529,4984,0.2009,4.74326,3.982802,0.808086,3.935175,0.800113,53.8,53.8,1600,1500,191,False,,
5dc44c2e3196e20e,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 64}","{'args': [{'k': 'tensor', 'shape': [1, 16, 64], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 4096}], 'kwargs': {}}","[[1, 16, 64]]","[""torch.float32""]",65536,24832,16,16,1.532,4404,0.2271,4.391886,3.631427,0.79018,3.601706,0.824559,53.8,54.3,1700,1700,188,False,,
890b0c604eb5ed51,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 64}","{'args': [{'k': 'tensor', 'shape': [1, 1, 64], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 256}], 'kwargs': {}}","[[1, 1, 64]]","[""torch.float32""]",4096,17152,1,1,1.529,5309,0.1885,4.600314,3.839855,0.801656,3.798658,0.723744,55.4,54.9,1800,1600,175,False,,
759d48b07800d479,LayerNorm,"{""class"": ""LayerNorm"", ""elementwise_affine"": true, ""eps"": 1e-05, ""has_bias"": true, ""normalized_shape"": [64]}","{'args': [{'k': 'tensor', 'shape': [1, 16, 64], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 4096}], 'kwargs': {}}","[[1, 16, 64]]","[""torch.float32""]",2048,8704,16,16,1.535,11529,0.0868,4.279547,3.519088,0.793682,3.485866,0.305319,55.4,54.3,1700,1600,188,False,,
4086332912da2667,LayerNorm,"{""class"": ""LayerNorm"", ""elementwise_affine"": true, ""eps"": 1e-05, ""has_bias"": true, ""normalized_shape"": [64]}","{'args': [{'k': 'tensor', 'shape': [1, 1, 64], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 256}], 'kwargs': {}}","[[1, 1, 64]]","[""torch.float32""]",128,1024,1,1,1.531,33864,0.0295,2.622546,1.862087,0.781185,1.84136,0.054986,56.0,53.8,1500,1600,232,False,,
a8e76eeec3664255,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 256}","{'args': [{'k': 'tensor', 'shape': [1, 16, 64], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 4096}], 'kwargs': {}}","[[1, 16, 64]]","[""torch.float32""]",262144,87040,16,16,1.529,5126,0.1951,4.873018,4.112559,0.797187,4.075831,0.80234,53.2,54.3,1500,1500,168,False,,
264d4c26cb15a7ab,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 256}","{'args': [{'k': 'tensor', 'shape': [1, 1, 64], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 256}], 'kwargs': {}}","[[1, 1, 64]]","[""torch.float32""]",16384,67840,1,1,1.53,4393,0.2277,4.488898,3.728439,0.824593,3.664304,0.848814,55.4,54.9,1700,1600,167,False,,
