t_ms,temp_C,arm_MHz,throttle_bits,rail_3V7_WL_SW_A current(0),rail_3V3_SYS_A current(1),rail_1V8_SYS_A current(2),rail_DDR_VDD2_A current(3),rail_DDR_VDDQ_A current(4),rail_1V1_SYS_A current(5),rail_0V8_SW_A current(6),rail_VDD_CORE_A current(7),rail_3V3_DAC_A current(17),rail_3V3_ADC_A current(18),rail_0V8_AON_A current(16),rail_HDMI_A current(22),rail_3V7_WL_SW_V volt(8),rail_3V3_SYS_V volt(9),rail_1V8_SYS_V volt(10),rail_DDR_VDD2_V volt(11),rail_DDR_VDDQ_V volt(12),rail_1V1_SYS_V volt(13),rail_0V8_SW_V volt(14),rail_VDD_CORE_V volt(15),rail_3V3_DAC_V volt(20),rail_3V3_ADC_V volt(21),rail_0V8_AON_V volt(19),rail_HDMI_V volt(23),rail_EXT5V_V volt(24),rail_BATT_V volt(25)
0.3194230084773153,51.6,2400,327680,0.1063764,0.1493173,0.1766433,0.01366302,0.0,0.1873786,0.3474311,1.57168,0.0,0.0,0.0029304,0.0136752,3.688641,3.317457,1.805126,1.11282,0.6014646,1.104394,0.8025633,0.9286194,3.317762,3.313183,0.8011714,4.9848,4.98882,0.0
5066.3147260202095,54.3,2400,327680,0.1083282,0.05660394,0.1805471,0.1093042,0.0230394,0.1854267,0.3942757,3.89348,0.0,0.0,0.00299145,0.0136752,3.667298,3.320241,1.805126,1.107691,0.604395,1.110622,0.8014644,0.9291566,3.317762,3.312268,0.8008783,4.92048,4.9245,0.0
10133.930793002946,59.8,2400,327680,0.1659081,0.05465208,0.1883545,0.1415099,0.0,0.1990897,0.3640219,5.29549,0.0,0.0,0.00347985,0.0135531,3.62554,3.318385,1.805126,1.110255,0.604395,1.106592,0.8025633,0.9283507,3.318678,3.312268,0.8017574,4.86554,4.84008,0.0
15197.967111016624,60.9,2400,327680,0.2898512,0.05465208,0.1776193,0.03025383,0.0,0.1873786,0.3610941,4.974009,0.0,0.0,0.0029304,0.0128205,3.582854,3.322097,1.805126,1.109156,0.6036624,1.104394,0.8054938,0.9291566,3.316846,3.311352,0.8005854,4.86554,4.87492,0.0
