path,config_id,class,config_json,input_shapes,input_dtypes,out_shapes,callsite,mode,leaf,params,macs,bytes_moved,arith_intensity,t_eff,seq_len,count,lat_mean_ms,lat_median_ms,lat_std_ms
tok,b3e2047702d8d65f,Embedding,"{""class"": ""Embedding"", ""embedding_dim"": 64, ""num_embeddings"": 256, ""padding_idx"": null}","[[1, 128]]","[""torch.int64""]","[[1, 128, 64]]",tok,prefill,True,16384,8192,99328,0.0825,1,1,20,0.0607,0.0552,0.0178
tok,d908ade19db0c477,Embedding,"{""class"": ""Embedding"", ""embedding_dim"": 64, ""num_embeddings"": 256, ""padding_idx"": null}","[[1, 1]]","[""torch.int64""]","[[1, 1, 64]]",tok,decode,True,16384,64,65800,0.001,1,1,20,0.0424,0.0349,0.0213
qkv.0,8425aa77589b2efb,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 192}","[[1, 128, 64]]","[""torch.float32""]","[[1, 128, 192]]",qkv.0,prefill,True,12480,1572864,180992,8.6902,128,128,20,0.4801,0.2088,0.4058
qkv.0,92de7645560e2e7c,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 192}","[[1, 1, 64]]","[""torch.float32""]","[[1, 1, 192]]",qkv.0,decode,True,12480,12288,50944,0.2412,1,1,20,0.3703,0.1298,0.4283
qkv.1,8425aa77589b2efb,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 192}","[[1, 128, 64]]","[""torch.float32""]","[[1, 128, 192]]",qkv.1,prefill,True,12480,1572864,180992,8.6902,128,128,20,0.3667,0.1649,0.3703
qkv.1,92de7645560e2e7c,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 192}","[[1, 1, 64]]","[""torch.float32""]","[[1, 1, 192]]",qkv.1,decode,True,12480,12288,50944,0.2412,1,1,20,0.2983,0.1089,0.5218
proj.0,f986c6b9dc9432bd,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 64}","[[1, 128, 64]]","[""torch.float32""]","[[1, 128, 64]]",proj.0,prefill,True,4160,524288,82176,6.3801,128,128,20,0.4782,0.1468,0.4881
proj.0,890b0c604eb5ed51,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 64}","[[1, 1, 64]]","[""torch.float32""]","[[1, 1, 64]]",proj.0,decode,True,4160,4096,17152,0.2388,1,1,20,0.2183,0.1154,0.2782
proj.1,f986c6b9dc9432bd,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 64}","[[1, 128, 64]]","[""torch.float32""]","[[1, 128, 64]]",proj.1,prefill,True,4160,524288,82176,6.3801,128,128,20,0.414,0.1383,0.3914
proj.1,890b0c604eb5ed51,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 64}","[[1, 1, 64]]","[""torch.float32""]","[[1, 1, 64]]",proj.1,decode,True,4160,4096,17152,0.2388,1,1,20,0.1135,0.1063,0.0188
n1.0,ea7465ffb1146c60,LayerNorm,"{""class"": ""LayerNorm"", ""elementwise_affine"": true, ""eps"": 1e-05, ""has_bias"": true, ""normalized_shape"": [64]}","[[1, 128, 64]]","[""torch.float32""]","[[1, 128, 64]]",n1.0,prefill,True,128,16384,66048,0.2481,128,128,20,0.1541,0.0492,0.1939
n1.0,4086332912da2667,LayerNorm,"{""class"": ""LayerNorm"", ""elementwise_affine"": true, ""eps"": 1e-05, ""has_bias"": true, ""normalized_shape"": [64]}","[[1, 1, 64]]","[""torch.float32""]","[[1, 1, 64]]",n1.0,decode,True,128,128,1024,0.125,1,1,20,0.026,0.0235,0.0085
n1.1,ea7465ffb1146c60,LayerNorm,"{""class"": ""LayerNorm"", ""elementwise_affine"": true, ""eps"": 1e-05, ""has_bias"": true, ""normalized_shape"": [64]}","[[1, 128, 64]]","[""torch.float32""]","[[1, 128, 64]]",n1.1,prefill,True,128,16384,66048,0.2481,128,128,20,0.1378,0.0279,0.1719
n1.1,4086332912da2667,LayerNorm,"{""class"": ""LayerNorm"", ""elementwise_affine"": true, ""eps"": 1e-05, ""has_bias"": true, ""normalized_shape"": [64]}","[[1, 1, 64]]","[""torch.float32""]","[[1, 1, 64]]",n1.1,decode,True,128,128,1024,0.125,1,1,20,0.0176,0.0179,0.0009
n2.0,ea7465ffb1146c60,LayerNorm,"{""class"": ""LayerNorm"", ""elementwise_affine"": true, ""eps"": 1e-05, ""has_bias"": true, ""normalized_shape"": [64]}","[[1, 128, 64]]","[""torch.float32""]","[[1, 128, 64]]",n2.0,prefill,True,128,16384,66048,0.2481,128,128,20,0.1583,0.0394,0.1738
n2.0,4086332912da2667,LayerNorm,"{""class"": ""LayerNorm"", ""elementwise_affine"": true, ""eps"": 1e-05, ""has_bias"": true, ""normalized_shape"": [64]}","[[1, 1, 64]]","[""torch.float32""]","[[1, 1, 64]]",n2.0,decode,True,128,128,1024,0.125,1,1,20,0.0279,0.0258,0.005
n2.1,ea7465ffb1146c60,LayerNorm,"{""class"": ""LayerNorm"", ""elementwise_affine"": true, ""eps"": 1e-05, ""has_bias"": true, ""normalized_shape"": [64]}","[[1, 128, 64]]","[""torch.float32""]","[[1, 128, 64]]",n2.1,prefill,True,128,16384,66048,0.2481,128,128,20,0.1253,0.0351,0.1649
n2.1,4086332912da2667,LayerNorm,"{""class"": ""LayerNorm"", ""elementwise_affine"": true, ""eps"": 1e-05, ""has_bias"": true, ""normalized_shape"": [64]}","[[1, 1, 64]]","[""torch.float32""]","[[1, 1, 64]]",n2.1,decode,True,128,128,1024,0.125,1,1,20,0.0242,0.0225,0.0043
head,428de64cb14c2325,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 256}","[[1, 128, 64]]","[""torch.float32""]","[[1, 128, 256]]",head,prefill,True,16640,2097152,230400,9.1022,128,128,20,0.3891,0.1967,0.3705
head,264d4c26cb15a7ab,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 256}","[[1, 1, 64]]","[""torch.float32""]","[[1, 1, 256]]",head,decode,True,16640,16384,67840,0.2415,1,1,20,0.1161,0.1126,0.0072
