config_id,class,config_json,input_kind,input_shapes,input_dtypes,macs,bytes_moved,t_eff,seq_len,window_s,N_calls,t_per_call_ms,P_mean_W,P_delta_W,baseline_interp_W,P_delta_ABAB_W,E_per_call_mJ,temp_start_C,temp_end_C,freq_start_MHz,freq_end_MHz,samples_used,SKIPPED,skip_reason,error
b3e2047702d8d65f,Embedding,"{""class"": ""Embedding"", ""embedding_dim"": 64, ""num_embeddings"": 256, ""padding_idx"": null}","{'args': [{'k': 'tensor', 'shape': [1, 128], 'dtype': 'torch.int64', 'value': 'zeros', 'bytes': 1024}], 'kwargs': {}}","[[1, 128]]","[""torch.int64""]",8192,99328,1,1,1.534,14659,0.0682,2.604396,1.835082,0.756824,1.847573,0.125183,52.7,53.2,2300,1600,188,False,,
d908ade19db0c477,Embedding,"{""class"": ""Embedding"", ""embedding_dim"": 64, ""num_embeddings"": 256, ""padding_idx"": null}","{'args': [{'k': 'tensor', 'shape': [1, 1], 'dtype': 'torch.int64', 'value': 'zeros', 'bytes': 8}], 'kwargs': {}}","[[1, 1]]","[""torch.int64""]",64,65800,1,1,1.527,19447,0.0514,2.608567,1.839253,0.766862,1.841706,0.094576,51.6,52.1,1500,1500,234,False,,
8425aa77589b2efb,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 192}","{'args': [{'k': 'tensor', 'shape': [1, 128, 64], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 32768}], 'kwargs': {}}","[[1, 128, 64]]","[""torch.float32""]",1572864,180992,128,128,1.532,3609,0.2773,4.632067,3.862753,0.774943,3.857125,1.071111,53.2,54.9,1600,1600,162,False,,
92de7645560e2e7c,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 192}","{'args': [{'k': 'tensor', 'shape': [1, 1, 64], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 256}], 'kwargs': {}}","[[1, 1, 64]]","[""torch.float32""]",12288,50944,1,1,1.524,4130,0.2421,4.400941,3.631627,0.786832,3.614109,0.879343,53.8,55.4,1500,1600,187,False,,
f986c6b9dc9432bd,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 64}","{'args': [{'k': 'tensor', 'shape': [1, 128, 64], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 32768}], 'kwargs': {}}","[[1, 128, 64]]","[""torch.float32""]",524288,82176,128,128,1.53,4733,0.2113,4.610345,3.841031,0.802334,3.808011,0.811681,54.3,54.9,1900,1600,165,False,,
890b0c604eb5ed51,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 64}","{'args': [{'k': 'tensor', 'shape': [1, 1, 64], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 256}], 'kwargs': {}}","[[1, 1, 64]]","[""torch.float32""]",4096,17152,1,1,1.531,4510,0.2217,4.48085,3.711536,0.798788,3.682062,0.822931,55.4,54.3,1500,1700,188,False,,
ea7465ffb1146c60,LayerNorm,"{""class"": ""LayerNorm"", ""elementwise_affine"": true, ""eps"": 1e-05, ""has_bias"": true, ""normalized_shape"": [64]}","{'args': [{'k': 'tensor', 'shape': [1, 128, 64], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 32768}], 'kwargs': {}}","[[1, 128, 64]]","[""torch.float32""]",16384,66048,128,128,1.528,10308,0.097,4.331717,3.562403,0.791262,3.540455,0.345719,54.9,54.9,1500,1700,191,False,,
4086332912da2667,LayerNorm,"{""class"": ""LayerNorm"", ""elementwise_affine"": true, ""eps"": 1e-05, ""has_bias"": true, ""normalized_shape"": [64]}","{'args': [{'k': 'tensor', 'shape': [1, 1, 64], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 256}], 'kwargs': {}}","[[1, 1, 64]]","[""torch.float32""]",128,1024,1,1,1.527,30594,0.0327,2.649801,1.880487,0.779983,1.869818,0.061465,54.9,53.8,1700,1500,242,False,,
428de64cb14c2325,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 256}","{'args': [{'k': 'tensor', 'shape': [1, 128, 64], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 32768}], 'kwargs': {}}","[[1, 128, 64]]","[""torch.float32""]",2097152,230400,128,128,1.531,3909,0.2558,5.191764,4.422449,0.798854,4.39291,1.131482,55.4,55.4,1700,1700,171,False,,
264d4c26cb15a7ab,Linear,"{""class"": ""Linear"", ""has_bias"": true, ""in_features"": 64, ""out_features"": 256}","{'args': [{'k': 'tensor', 'shape': [1, 1, 64], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 256}], 'kwargs': {}}","[[1, 1, 64]]","[""torch.float32""]",16384,67840,1,1,1.53,5542,0.1804,4.90597,4.136656,0.808199,4.09777,0.74642,56.0,54.9,1800,1700,154,False,,
