path,config_id,class,config_json,input_shapes,input_dtypes,out_shapes,callsite,mode,leaf,params,macs,bytes_moved,arith_intensity,count,lat_mean_ms,lat_median_ms,lat_std_ms
features.7.0.block.1.0,5c9a83ec46964aed,Conv2d,"{""bias"": null, ""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1152, ""in_channels"": 1152, ""kernel_size"": [3, 3], ""out_channels"": 1152, ""padding"": [1, 1], ""stride"": [1, 1]}","[[1, 1152, 7, 7]]","[""torch.float32""]","[[1, 1152, 7, 7]]",features.7.0.block.1.0,forward,True,10368,508032,451584,1.125,15,0.7253,0.5972,0.2658
features.7.0.block.1.1,7d455efd2b13f071,BatchNorm2d,"{""bias"": ""Parameter containing:\ntensor([0., 0., 0.,  ..., 0., 0., 0.], requires_grad=True)"", ""class"": ""BatchNorm2d"", ""eps"": 1e-05}","[[1, 1152, 7, 7]]","[""torch.float32""]","[[1, 1152, 7, 7]]",features.7.0.block.1.1,forward,True,2304,,451584,,15,0.1184,0.1046,0.0307
features.7.0.block.1.2,db046aac80c82fec,SiLU,"{""class"": ""SiLU""}","[[1, 1152, 7, 7]]","[""torch.float32""]","[[1, 1152, 7, 7]]",features.7.0.block.1.2,forward,True,0,,451584,,15,0.157,0.1558,0.0178
features.7.0.block.2,6bbe139d099a628c,SqueezeExcitation,"{""class"": ""SqueezeExcitation""}","[[1, 1152, 7, 7]]","[""torch.float32""]","[[1, 1152, 7, 7]]",features.7.0.block.2,forward,False,111792,,451584,,15,0.7972,0.5681,0.3427
features.7.0.block.2.avgpool,e1aef64653892312,AdaptiveAvgPool2d,"{""class"": ""AdaptiveAvgPool2d""}","[[1, 1152, 7, 7]]","[""torch.float32""]","[[1, 1152, 1, 1]]",features.7.0.block.2.avgpool,forward,True,0,,230400,,15,0.0957,0.0873,0.0206
features.7.0.block.2.fc1,a23f8cb89136cdd1,Conv2d,"{""bias"": ""Parameter containing:\ntensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.],\n       requires_grad=True)"", ""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 1152, ""kernel_size"": [1, 1], ""out_channels"": 48, ""padding"": [0, 0], ""stride"": [1, 1]}","[[1, 1152, 1, 1]]","[""torch.float32""]","[[1, 48, 1, 1]]",features.7.0.block.2.fc1,forward,True,55344,55296,4800,11.52,15,0.1115,0.1086,0.005
features.7.0.block.2.fc2,3991f1f888c8bb57,Conv2d,"{""bias"": ""Parameter containing:\ntensor([0., 0., 0.,  ..., 0., 0., 0.], requires_grad=True)"", ""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 48, ""kernel_size"": [1, 1], ""out_channels"": 1152, ""padding"": [0, 0], ""stride"": [1, 1]}","[[1, 48, 1, 1]]","[""torch.float32""]","[[1, 1152, 1, 1]]",features.7.0.block.2.fc2,forward,True,56448,55296,4800,11.52,15,0.0822,0.08,0.0089
features.7.0.block.2.activation,d1ba4658742ecfdd,SiLU,"{""class"": ""SiLU""}","[[1, 48, 1, 1]]","[""torch.float32""]","[[1, 48, 1, 1]]",features.7.0.block.2.activation,forward,True,0,,384,,15,0.0188,0.0179,0.0023
features.7.0.block.2.scale_activation,a35b111ddb1a90ac,Sigmoid,"{""class"": ""Sigmoid""}","[[1, 1152, 1, 1]]","[""torch.float32""]","[[1, 1152, 1, 1]]",features.7.0.block.2.scale_activation,forward,True,0,,9216,,15,0.0271,0.0236,0.0086
features.7.0.block.3,bfe157d1f5a0ab77,Conv2dNormActivation,"{""class"": ""Conv2dNormActivation"", ""out_channels"": 320}","[[1, 1152, 7, 7]]","[""torch.float32""]","[[1, 320, 7, 7]]",features.7.0.block.3,forward,False,369280,,288512,,15,1.6832,1.4587,0.4009
features.7.0.block.3.0,cb12a1716bcb1664,Conv2d,"{""bias"": null, ""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 1152, ""kernel_size"": [1, 1], ""out_channels"": 320, ""padding"": [0, 0], ""stride"": [1, 1]}","[[1, 1152, 7, 7]]","[""torch.float32""]","[[1, 320, 7, 7]]",features.7.0.block.3.0,forward,True,368640,18063360,288512,62.6087,15,1.4041,1.2628,0.326
features.7.0.block.3.1,d0f4bf2813e118b3,BatchNorm2d,"{""bias"": ""Parameter containing:\ntensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0.], requires_grad=True)"", ""class"": ""BatchNorm2d"", ""eps"": 1e-05}","[[1, 320, 7, 7]]","[""torch.float32""]","[[1, 320, 7, 7]]",features.7.0.block.3.1,forward,True,640,,125440,,15,0.1642,0.0846,0.223
features.8,935f3396f6c9efe6,Conv2dNormActivation,"{""class"": ""Conv2dNormActivation"", ""out_channels"": 1280}","[[1, 320, 7, 7]]","[""torch.float32""]","[[1, 1280, 7, 7]]",features.8,forward,False,412160,,313600,,15,1.6704,1.4856,0.4246
features.8.0,eee8e0e9d2bf3117,Conv2d,"{""bias"": null, ""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 320, ""kernel_size"": [1, 1], ""out_channels"": 1280, ""padding"": [0, 0], ""stride"": [1, 1]}","[[1, 320, 7, 7]]","[""torch.float32""]","[[1, 1280, 7, 7]]",features.8.0,forward,True,409600,20070400,313600,64.0,15,1.197,0.9867,0.4098
features.8.1,576c36fa21ed7091,BatchNorm2d,"{""bias"": ""Parameter containing:\ntensor([0., 0., 0.,  ..., 0., 0., 0.], requires_grad=True)"", ""class"": ""BatchNorm2d"", ""eps"": 1e-05}","[[1, 1280, 7, 7]]","[""torch.float32""]","[[1, 1280, 7, 7]]",features.8.1,forward,True,2560,,501760,,15,0.1417,0.1349,0.0172
features.8.2,7fbefa60e65dcba5,SiLU,"{""class"": ""SiLU""}","[[1, 1280, 7, 7]]","[""torch.float32""]","[[1, 1280, 7, 7]]",features.8.2,forward,True,0,,501760,,15,0.1649,0.1606,0.0115
avgpool,42e9d9b562053842,AdaptiveAvgPool2d,"{""class"": ""AdaptiveAvgPool2d""}","[[1, 1280, 7, 7]]","[""torch.float32""]","[[1, 1280, 1, 1]]",avgpool,forward,True,0,,256000,,15,0.0989,0.0985,0.0044
classifier,1edcf930a5902342,Sequential,"{""class"": ""Sequential""}","[[1, 1280]]","[""torch.float32""]","[[1, 1000]]",classifier,forward,False,1281000,,9120,,15,3.1664,3.0902,0.2293
classifier.0,f719c360856e8f98,Dropout,"{""class"": ""Dropout""}","[[1, 1280]]","[""torch.float32""]","[[1, 1280]]",classifier.0,forward,True,0,,10240,,15,0.0313,0.0242,0.0172
classifier.1,81ab990e272da4f8,Linear,"{""bias"": ""Parameter containing:\ntensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,\n        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.],\n       requires_grad=True)"", ""class"": ""Linear"", ""in_features"": 1280, ""out_features"": 1000}","[[1, 1280]]","[""torch.float32""]","[[1, 1000]]",classifier.1,forward,True,1281000,1280000,9120,140.3509,15,3.0567,2.9967,0.2049
