t_ms,phase,window_id,I_A,V_V,P_W
4.51086500834208,warmup,1,1.53596,0.9286194,1.426322253624
9.542038998915814,warmup,1,1.53596,0.9286194,1.426322253624
34.672541994950734,warmup,1,1.52703,0.9283507,1.417619369421
39.80943700298667,warmup,1,2.72365,0.9280821,2.5277708116650004
69.62195099913515,warmup,1,2.5004,0.9283507,2.3212480902799997
76.76553100463934,warmup,1,4.78648,0.9315742,4.458961276816
81.77750199683942,warmup,1,4.27747,0.9278135,3.968694411845
87.4120230000699,warmup,1,4.70611,0.9291566,4.372713166826
99.10494899668265,warmup,1,2.36645,0.9294252,2.19943826454
105.09989199636038,warmup,1,4.33105,0.9294252,4.02538701246
113.24007400253322,warmup,1,5.40265,0.9299625,5.024261900625
118.57237599906512,warmup,1,3.87562,0.9294252,3.602098893624
126.8825370061677,warmup,1,4.25068,0.9286194,3.947263911192
135.40890099829994,warmup,1,4.17924,0.928888,3.88204588512
141.64104600786231,warmup,1,4.75969,0.9270077,4.412269279613
150.29692700773012,warmup,1,4.08994,0.9280821,3.7958001040740004
159.52567200292833,warmup,1,7.429759,0.9291566,6.9034096112593994
164.64193900173996,warmup,1,4.0185,0.9299625,3.7370543062500006
171.11124799703248,warmup,1,4.58109,0.9307683,4.263933351446999
178.44684500596486,warmup,1,7.983419,0.9315742,7.437147168189799
185.68225800117943,warmup,1,5.66162,0.9280821,5.254448179002
194.31593500485178,warmup,1,9.13539,0.9296938,8.493115443581999
199.4014049996622,warmup,1,4.93829,0.9291566,4.588444746214
203.65867999498732,warmup,1,4.87578,0.9299625,4.53429255825
208.66161400044803,warmup,1,7.03684,0.9304997,6.547777508948
213.14720100781415,warmup,1,3.46484,0.9280821,3.2156559833640004
218.25135599647183,warmup,1,4.59895,0.9283507,4.269438451765001
224.1793559951475,warmup,1,2.63435,0.9291566,2.44772368921
230.9910320036579,warmup,1,4.87578,0.9299625,4.53429255825
236.43490600807127,warmup,1,2.89332,0.9291566,2.6883473739120003
