t_ms,temp_C,arm_MHz,throttle_bits,rail_3V7_WL_SW_A current(0),rail_3V3_SYS_A current(1),rail_1V8_SYS_A current(2),rail_DDR_VDD2_A current(3),rail_DDR_VDDQ_A current(4),rail_1V1_SYS_A current(5),rail_0V8_SW_A current(6),rail_VDD_CORE_A current(7),rail_3V3_DAC_A current(17),rail_3V3_ADC_A current(18),rail_0V8_AON_A current(16),rail_HDMI_A current(22),rail_3V7_WL_SW_V volt(8),rail_3V3_SYS_V volt(9),rail_1V8_SYS_V volt(10),rail_DDR_VDD2_V volt(11),rail_DDR_VDDQ_V volt(12),rail_1V1_SYS_V volt(13),rail_0V8_SW_V volt(14),rail_VDD_CORE_V volt(15),rail_3V3_DAC_V volt(20),rail_3V3_ADC_V volt(21),rail_0V8_AON_V volt(19),rail_HDMI_V volt(23),rail_EXT5V_V volt(24),rail_BATT_V volt(25)
85959.84838396544,62.0,2400,327680,0.01463895,0.06050766,0.1824989,0.1600525,0.0078432,0.1903064,0.4420963,3.90241,0.0,0.0002442,0.0034188,0.0129426,3.632963,3.318385,1.804638,1.109156,0.6029298,1.108058,0.8018308,0.928888,3.317762,3.310436,0.8005854,4.89904,4.8843,0.0
91012.86006497685,58.7,1600,327680,0.00195186,0.05367615,0.16786,0.00683151,0.0,0.1883545,0.3425514,0.9912299,0.0,0.0002442,0.0029304,0.0133089,3.708128,3.319313,1.803661,1.108058,0.6106221,1.107691,0.8025633,0.7223192,3.317762,3.311352,0.8008783,5.03036,5.02232,0.0
96068.62309196731,64.2,2400,327680,0.1093042,0.05562801,0.1766433,0.1171116,0.0,0.2010416,0.4235536,6.58141,0.0001221,6.105e-05,0.0034188,0.0131868,3.587493,3.319313,1.80415,1.112087,0.6065928,1.107325,0.8036622,0.9302311,3.312268,3.316846,0.8011714,4.86956,4.80256,0.0
101127.29986995691,62.6,2400,327680,0.00487965,0.05172429,0.1883545,0.1424858,0.0039216,0.2010416,0.4255055,3.89348,0.0,0.0,0.00323565,0.013431,3.639459,3.317457,1.803661,1.107325,0.6003657,1.104394,0.8010981,0.9307683,3.317762,3.310436,0.8011714,4.90172,4.80926,0.0
106188.5932929581,59.3,1600,327680,0.00292779,0.05270022,0.1717637,0.00780744,0.0,0.1893304,0.3415755,1.18769,0.0,0.0,0.0035409,0.0129426,3.695137,3.320241,1.80415,1.107325,0.6120873,1.107325,0.8087904,0.8179479,3.317762,3.312268,0.8014645,5.024999,5.01696,0.0
111250.1487339614,64.2,2300,327680,0.1083282,0.05465208,0.1834748,0.1581007,0.0009804,0.1873786,0.4235536,6.483179,0.0,0.0,0.00311355,0.013431,3.586565,3.321169,1.803173,1.109156,0.6025635,1.107691,0.8003655,0.9280821,3.315931,3.311352,0.8014645,4.80122,4.80256,0.0
116320.40344498819,61.5,2400,327680,0.1024727,0.06050766,0.1912823,0.1600525,0.009804,0.1883545,0.4352648,3.46484,0.0001221,6.105e-05,0.00335775,0.0133089,3.58471,3.318385,1.804638,1.108424,0.6047613,1.104394,0.7996329,0.9294252,3.317762,3.311352,0.8005854,4.88564,4.891,0.0
121377.29743495584,59.8,1500,327680,0.00195186,0.05465208,0.1698118,0.00780744,0.0,0.2000657,0.3454792,1.18769,0.0,0.0,0.00311355,0.0135531,3.698848,3.320241,1.804638,1.11172,0.6135525,1.107691,0.8032959,0.8182165,3.316846,3.311352,0.8008783,5.02232,5.01696,0.0
126441.05337996734,62.0,2400,327680,0.0,0.05465208,0.1805471,0.1141838,0.0,0.1912823,0.3649978,5.68841,0.0,0.00018315,0.00299145,0.0128205,3.622756,3.322097,1.806103,1.111354,0.6051276,1.107325,0.8014644,0.9286194,3.316846,3.30952,0.8008783,4.8642,4.86554,0.0
131505.22310100496,62.0,2400,327680,0.1063764,0.05367615,0.1883545,0.04586871,0.0,0.1961619,0.3932998,5.63483,0.0001221,0.00030525,0.003663,0.0129426,3.622756,3.317457,1.804638,1.109523,0.600732,1.107691,0.8010981,0.9283507,3.320509,3.308605,0.8011714,4.80256,4.82266,0.0
