config_id,class,config_json,input_kind,input_shapes,input_dtypes,macs,bytes_moved,t_eff,seq_len,window_s,N_calls,t_per_call_ms,P_mean_W,P_delta_W,baseline_interp_W,P_delta_ABAB_W,E_per_call_mJ,temp_start_C,temp_end_C,freq_start_MHz,freq_end_MHz,samples_used,SKIPPED,skip_reason,error
ed34b5a173241762,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [2, 2]}","{'args': [{'k': 'tensor', 'shape': [1, 128, 40, 40], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 819200}], 'kwargs': {}}","[[1, 128, 40, 40]]","[""torch.float32""]",58982400,1613824,1600,1600,2.539,898,2.2275,4.790772,3.941935,0.879296,3.911477,8.780631,60.4,60.4,2100,2000,341,False,,
e1c99929d0fa542e,Concat,"{""class"": ""Concat""}","{'args': [{'k': 'list', 'sub': [{'k': 'tensor', 'shape': [1, 128, 20, 20], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 204800}, {'k': 'tensor', 'shape': [1, 256, 20, 20], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 409600}]}], 'kwargs': {}}","[[1, 128, 20, 20], [1, 256, 20, 20]]","[""torch.float32""]",153600,1228800,1,1,2.543,10917,0.1832,4.402906,3.554069,0.888939,3.513967,0.651212,59.3,59.3,1800,2100,362,False,,
021c6aad881e3e19,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}","{'args': [{'k': 'tensor', 'shape': [1, 64, 80, 80], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 1638400}], 'kwargs': {}}","[[1, 64, 80, 80]]","[""torch.float32""]",235929600,3424256,6400,6400,2.542,307,6.5225,4.928996,4.080159,0.903057,4.025939,26.612729,61.5,59.8,2300,1900,289,False,,
cfa8ffe15ccbb406,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": true, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}","{'args': [{'k': 'tensor', 'shape': [1, 64, 80, 80], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 1638400}], 'kwargs': {}}","[[1, 64, 80, 80]]","[""torch.float32""]",26214400,3293440,6400,6400,2.541,579,3.455,4.38822,3.539383,0.876901,3.511319,12.22864,60.4,58.2,2400,2200,289,False,,
44dedf871c7ca214,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}","{'args': [{'k': 'tensor', 'shape': [1, 128, 40, 40], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 819200}], 'kwargs': {}}","[[1, 128, 40, 40]]","[""torch.float32""]",117964800,1523712,1600,1600,2.541,659,3.0387,5.913115,5.064278,0.849199,5.063916,15.388839,60.9,59.8,2300,2000,308,False,,
a769a037c9a074eb,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}","{'args': [{'k': 'tensor', 'shape': [1, 64, 40, 40], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 409600}], 'kwargs': {}}","[[1, 64, 40, 40]]","[""torch.float32""]",58982400,966656,1600,1600,2.54,1150,1.7392,5.902746,5.053908,0.893568,5.009177,8.78988,60.9,61.5,2400,2000,314,False,,
a15ec3011d61e45c,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": true, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}","{'args': [{'k': 'tensor', 'shape': [1, 64, 40, 40], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 409600}], 'kwargs': {}}","[[1, 64, 40, 40]]","[""torch.float32""]",6553600,835840,1600,1600,2.543,3168,0.6315,5.171295,4.322458,0.90874,4.262555,2.729703,62.6,59.3,1600,2300,282,False,,
1cd0883b184e41ef,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 256, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}","{'args': [{'k': 'tensor', 'shape': [1, 256, 20, 20], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 409600}], 'kwargs': {}}","[[1, 256, 20, 20]]","[""torch.float32""]",58982400,1101824,400,400,2.542,1090,1.8352,5.722588,4.873751,0.91504,4.807548,8.944255,60.9,61.5,2400,2400,307,False,,
c0b9a41dd8692aed,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": true, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}","{'args': [{'k': 'tensor', 'shape': [1, 64, 20, 20], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 102400}], 'kwargs': {}}","[[1, 64, 20, 20]]","[""torch.float32""]",1638400,221440,400,400,2.543,5420,0.369,5.021112,4.172275,0.87892,4.142192,1.539606,60.4,59.8,1700,2400,286,False,,
fa4caec4c7780875,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 64, ""has_bias"": false, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}","{'args': [{'k': 'tensor', 'shape': [1, 64, 80, 80], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 1638400}], 'kwargs': {}}","[[1, 64, 80, 80]]","[""torch.float32""]",3686400,3279104,6400,6400,2.544,581,3.4487,4.168669,3.319832,0.866714,3.301955,11.449095,60.4,59.8,2400,1900,288,False,,
8f4b7c19f53d2654,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""has_bias"": false, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}","{'args': [{'k': 'tensor', 'shape': [1, 64, 80, 80], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 1638400}], 'kwargs': {}}","[[1, 64, 80, 80]]","[""torch.float32""]",32768000,3706880,6400,6400,2.545,485,4.1332,4.108167,3.25933,0.880543,3.227624,13.471392,59.3,59.8,2400,2200,289,False,,
19a157ffda0271b3,BatchNorm2d,"{""class"": ""BatchNorm2d"", ""eps"": 0.001, ""has_bias"": true, ""momentum"": 0.03}","{'args': [{'k': 'tensor', 'shape': [1, 80, 80, 80], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 2048000}], 'kwargs': {}}","[[1, 80, 80, 80]]","[""torch.float32""]",1024000,4096640,6400,6400,2.542,5197,0.3848,5.382559,4.533722,0.878071,4.504488,1.744802,59.8,59.3,1800,2400,293,False,,
64c02322c9345fe2,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 80, ""has_bias"": false, ""in_channels"": 80, ""kernel_size"": [3, 3], ""out_channels"": 80, ""padding"": [1, 1], ""stride"": [1, 1]}","{'args': [{'k': 'tensor', 'shape': [1, 80, 80, 80], 'dtype': 'torch.float32', 'value': 'empty', 'bytes': 2048000}], 'kwargs': {}}","[[1, 80, 80, 80]]","[""torch.float32""]",4608000,4098880,6400,6400,2.545,486,4.1167,4.012708,3.163871,0.879039,3.133669,13.024682,60.9,58.7,2300,2300,275,False,,
