t_ms,phase,window_id,I_A,V_V,P_W
8.37380497250706,warmup,1,1.54489,0.9286194,1.434614824866
15.655250987038016,warmup,1,1.41987,0.9036377,1.283048061099
41.80674999952316,warmup,1,1.41987,0.9036377,1.283048061099
47.32139897532761,warmup,1,2.39324,0.9039063,2.163264713412
76.7442169599235,warmup,1,1.1609,0.8488392,0.98541742728
81.2868939829059,warmup,1,1.16983,0.8485706,0.9926833449979999
95.88572999928147,warmup,1,1.1609,0.8491078,0.98572924502
104.27047999110073,baseline_A,2,1.06267,0.8184852,0.869779667484
108.48197498125955,baseline_A,2,1.03588,0.8187538,0.8481306863439999
112.67709999810904,baseline_A,2,1.04481,0.8184852,0.855161521812
116.88753898488358,baseline_A,2,1.04481,0.8179479,0.854600145399
122.9206639691256,baseline_A,2,0.87514,0.7225879,0.632365574806
127.437655988615,baseline_A,2,0.87514,0.7228564,0.632600549896
134.7296760068275,baseline_A,2,1.05374,0.8182165,0.8621874547099999
141.74038398778066,baseline_A,2,0.8929999,0.7223192,0.64503097336808
145.86275100009516,baseline_A,2,0.87514,0.7223192,0.6321304246880001
153.15764100523666,baseline_A,2,1.05374,0.8182165,0.8621874547099999
160.2378849638626,baseline_A,2,0.87514,0.7228564,0.632600549896
164.3358999863267,baseline_A,2,0.88407,0.7223192,0.638580735144
168.41372998896986,baseline_A,2,0.8572799,0.7220506,0.61899946616294
172.48570796800777,baseline_A,2,0.88407,0.7223192,0.638580735144
179.78935700375587,baseline_A,2,1.0716,0.8184852,0.8770887403200001
186.80508399847895,baseline_A,2,0.8929999,0.7225879,0.6452709224412099
190.8992469543591,baseline_A,2,0.87514,0.7228564,0.632600549896
194.98757598921657,baseline_A,2,0.8662101,0.7225879,0.62591293711779
202.3162439581938,baseline_A,2,1.05374,0.8184852,0.8624705946479999
206.4622580073774,baseline_A,2,1.05374,0.8182165,0.8621874547099999
210.6028279522434,baseline_A,2,1.04481,0.8184852,0.855161521812
214.77284195134416,baseline_A,2,1.03588,0.8184852,0.847852448976
218.9454299514182,baseline_A,2,1.04481,0.8184852,0.855161521812
223.08099997462705,baseline_A,2,1.05374,0.8184852,0.8624705946479999
227.22955100471154,baseline_A,2,1.04481,0.8179479,0.854600145399
231.3852509832941,baseline_A,2,1.04481,0.8182165,0.854880781365
238.47767995903268,baseline_A,2,0.8662101,0.7225879,0.62591293711779
242.54837998887524,baseline_A,2,0.88407,0.7223192,0.638580735144
246.62756198085845,baseline_A,2,0.8662101,0.7223192,0.62568018646392
250.71431696414948,baseline_A,2,0.8572799,0.7223192,0.61922973154408
254.79949900181964,baseline_A,2,0.8662101,0.7223192,0.62568018646392
262.15583295561373,baseline_A,2,1.04481,0.8184852,0.855161521812
266.334994987119,baseline_A,2,1.04481,0.8179479,0.854600145399
273.42138695530593,baseline_A,2,0.8929999,0.7228564,0.6455106929143599
277.5010689510964,baseline_A,2,0.8662101,0.7225879,0.62591293711779
281.58306499244645,baseline_A,2,0.88407,0.7228564,0.639055657548
285.65033996710554,baseline_A,2,0.88407,0.7223192,0.638580735144
292.95017395634204,baseline_A,2,1.03588,0.8184852,0.847852448976
299.05874299583957,baseline_A,2,0.87514,0.7223192,0.6321304246880001
303.5840869997628,baseline_A,2,0.87514,0.7225879,0.632365574806
307.6714719645679,baseline_A,2,0.8662101,0.7225879,0.62591293711779
311.7572089540772,baseline_A,2,0.90193,0.7225879,0.6517237046469999
319.11258096806705,baseline_A,2,1.02695,0.8184852,0.8405433761400001
326.1077699717134,baseline_A,2,0.87514,0.7223192,0.6321304246880001
330.1993399509229,baseline_A,2,0.87514,0.7220506,0.631895362084
334.2739299987443,baseline_A,2,0.8662101,0.7223192,0.62568018646392
338.3947769762017,baseline_A,2,0.8662101,0.7228564,0.62614551452964
345.79844400286674,baseline_A,2,0.9733699,0.8182165,0.79642731278335
351.51436895830557,baseline_A,2,0.9733699,0.8184852,0.79668885727548
357.6674559735693,baseline_A,2,1.25913,0.928888,1.1695907474400002
361.8498219875619,baseline_A,2,1.2502,0.9294252,1.1619673850399999
366.02498398860916,baseline_A,2,1.25913,0.928888,1.1695907474400002
370.2013309812173,baseline_A,2,1.24127,0.9283507,1.152333873389
374.4079190073535,baseline_A,2,1.25913,0.9283507,1.168914216891
381.19842496234924,baseline_A,2,1.23234,0.9294252,1.1453678509679999
385.29440300771967,baseline_A,2,1.24127,0.928888,1.1530008077600002
392.23927800776437,baseline_A,2,1.25913,0.9283507,1.168914216891
399.04954395024106,baseline_A,2,1.24127,0.9286194,1.1526674026380002
403.16807699855417,baseline_A,2,1.23234,0.9286194,1.144374831396
407.2818319546059,baseline_A,2,1.2502,0.9286194,1.16095997388
414.2918729921803,baseline_A,2,1.25913,0.928888,1.1695907474400002
418.4630539966747,baseline_A,2,1.25913,0.9286194,1.1692525451220002
425.26135698426515,baseline_A,2,1.2502,0.9283507,1.1606240451399998
433.14764800015837,baseline_A,2,0.90193,0.723125,0.65220813125
437.24195897812024,baseline_A,2,0.87514,0.7225879,0.632365574806
441.30760396365076,baseline_A,2,0.8572799,0.7228564,0.6196902623063599
445.3856009640731,baseline_A,2,0.8572799,0.7228564,0.6196902623063599
452.74754596175626,baseline_A,2,1.05374,0.8184852,0.8624705946479999
456.88705996144563,baseline_A,2,1.02695,0.8187538,0.84081921491
461.03681495878845,baseline_A,2,1.03588,0.8184852,0.847852448976
465.18621797440574,baseline_A,2,1.04481,0.8187538,0.855442157778
472.2054259618744,baseline_A,2,0.87514,0.7228564,0.632600549896
476.2841999763623,baseline_A,2,0.88407,0.723125,0.6392931187500001
480.3628079826012,baseline_A,2,0.8572799,0.7228564,0.6196902623063599
486.5878009586595,baseline_A,2,1.03588,0.8184852,0.847852448976
491.3013649638742,baseline_A,2,1.06267,0.8184852,0.869779667484
498.32968396367505,baseline_A,2,0.87514,0.7223192,0.6321304246880001
502.41808796999976,baseline_A,2,0.87514,0.7220506,0.631895362084
506.5101209911518,baseline_A,2,0.8662101,0.7223192,0.62568018646392
510.5907099787146,baseline_A,2,0.87514,0.7225879,0.632365574806
514.6548739867285,baseline_A,2,0.8572799,0.7223192,0.61922973154408
