t_ms,phase,window_id,I_A,V_V,P_W
4.404532024636865,warmup,1,1.61633,0.928888,1.5013895410400002
9.463761001825333,warmup,1,1.6074,0.9283507,1.49223091518
38.31004002131522,warmup,1,1.28592,0.8633446,1.110192088032
47.45091503718868,warmup,1,1.4288,0.7223192,1.0320496729600002
77.54731102613732,warmup,1,2.61649,0.7228564,1.891346542036
84.71920498413965,warmup,1,5.36693,0.9315742,4.999693521206
89.86321202246472,warmup,1,5.358,0.928888,4.976981904
96.70742403250188,warmup,1,1.6074,0.928888,1.4930945712
104.13133399561048,warmup,1,1.4288,0.8891322,1.27039208736
118.53197403252125,warmup,1,1.41987,0.8883263,1.261307863581
126.45213800715283,baseline_A,2,0.96444,0.7223192,0.696633529248
130.6248580222018,baseline_A,2,0.9465799,0.7225879,0.68398718212321
137.12192501407117,baseline_A,2,1.09839,0.8179479,0.898425793881
141.83082402450964,baseline_A,2,1.10732,0.8182165,0.9060274947800001
148.95523700397462,baseline_A,2,0.9465799,0.7223192,0.6837328361040801
153.07058702455834,baseline_A,2,0.91979,0.7223192,0.664381976968
157.15734398690984,baseline_A,2,0.9287199,0.7223192,0.67083221519208
164.44592201150954,baseline_A,2,1.08946,0.8187538,0.891999514948
168.62997401040047,baseline_A,2,1.08946,0.8184852,0.8917068859920001
175.72174000088125,baseline_A,2,0.9287199,0.7225879,0.67108176222921
179.7901270329021,baseline_A,2,0.9287199,0.7228564,0.67133112352236
183.9084760285914,baseline_A,2,0.93765,0.7223192,0.67728259788
187.9845110233873,baseline_A,2,0.91979,0.7223192,0.664381976968
192.06558301812038,baseline_A,2,0.91979,0.7223192,0.664381976968
196.16019201930612,baseline_A,2,0.91979,0.7225879,0.664629124541
200.2563010319136,baseline_A,2,0.91979,0.7225879,0.664629124541
204.33972403407097,baseline_A,2,0.91979,0.7225879,0.664629124541
211.6388389840722,baseline_A,2,1.09839,0.8182165,0.898720821435
218.72043801704422,baseline_A,2,0.93765,0.7228564,0.6777863034599999
222.80080599011853,baseline_A,2,0.9287199,0.7225879,0.67108176222921
230.17510602949187,baseline_A,2,1.11625,0.8184852,0.9136341045
237.25785303395241,baseline_A,2,0.91979,0.7228564,0.664876088156
241.33266601711512,baseline_A,2,0.93765,0.7223192,0.67728259788
245.42925599962473,baseline_A,2,0.9108599,0.7223192,0.65793159428008
249.5008650003001,baseline_A,2,0.9287199,0.7228564,0.67133112352236
253.593992034439,baseline_A,2,0.9287199,0.7225879,0.67108176222921
257.6687129912898,baseline_A,2,0.9287199,0.7225879,0.67108176222921
261.7303770384751,baseline_A,2,0.91979,0.7223192,0.664381976968
265.7861530315131,baseline_A,2,0.91979,0.7228564,0.664876088156
269.85339203383774,baseline_A,2,0.9287199,0.7225879,0.67108176222921
273.93911202671006,baseline_A,2,0.91979,0.7228564,0.664876088156
278.00235099857673,baseline_A,2,0.9287199,0.7225879,0.67108176222921
282.05871902173385,baseline_A,2,0.93765,0.7228564,0.6777863034599999
286.1422360292636,baseline_A,2,0.91979,0.7225879,0.664629124541
290.2011600090191,baseline_A,2,0.9287199,0.7223192,0.67083221519208
294.27262098761275,baseline_A,2,0.91979,0.7225879,0.664629124541
298.3519519912079,baseline_A,2,0.9287199,0.7225879,0.67108176222921
302.42689402075484,baseline_A,2,1.12518,0.7223192,0.8127391174560001
306.49178102612495,baseline_A,2,1.00909,0.7225879,0.729156224011
310.5483719846234,baseline_A,2,0.91979,0.7223192,0.664381976968
314.64442500146106,baseline_A,2,0.9108599,0.7225879,0.6581763423352099
320.95625303918496,baseline_A,2,1.08053,0.8182165,0.884107474745
325.67374501377344,baseline_A,2,1.08946,0.8184852,0.8917068859920001
332.6882889959961,baseline_A,2,0.93765,0.7225879,0.6775345444349999
336.7519720341079,baseline_A,2,0.93765,0.7223192,0.67728259788
340.8566740108654,baseline_A,2,0.9465799,0.7223192,0.6837328361040801
344.9485420132987,baseline_A,2,0.9108599,0.7223192,0.65793159428008
349.00622500572354,baseline_A,2,0.93765,0.7225879,0.6775345444349999
353.07750100037083,baseline_A,2,0.9108599,0.7225879,0.6581763423352099
357.1509800385684,baseline_A,2,0.91979,0.7220506,0.664134921374
361.2360710394569,baseline_A,2,0.91979,0.7223192,0.664381976968
